date	hour	visits	dow	month	day	year	deals	branded_imps	branded_clicks	nonbranded_imps	nonbranded_clicks	raw_imps	est_unc_imps	daypart	channel	kre8.visits	channel_count
2014-06-15	0	63	Sunday	6	15	2014	0	4	0	209	4	94000	40400	LATE FRINGE  M-SU	Cooking Channel-LOCAL:Nat Geo Wild-LOCAL:National Geographic-LOCAL	43	3
2014-06-15	1	73	Sunday	6	15	2014	0	3	1	135	4	28000	14000	LATE FRINGE  M-SU	Cooking Channel-LOCAL	3	1
2014-06-15	2	40	Sunday	6	15	2014	0	2	1	120	5	140000	28000	LATE FRINGE  M-SU	Animal Planet-LOCAL:Animal Planet-LOCAL	4	2
2014-06-15	3	39	Sunday	6	15	2014	0	5	1	233	4	40000	8000	OVERNIGHT  M-SU	Animal Planet-LOCAL	1	1
2014-06-15	4	82	Sunday	6	15	2014	0	8	1	400	11	35000	11000	OVERNIGHT  M-SU	ESPN2-LOCAL:National Geographic-LOCAL	12	2
2014-06-15	5	168	Sunday	6	15	2014	0	13	2	624	22	0	0	NA	NA	0	0
2014-06-15	6	181	Sunday	6	15	2014	0	16	2	778	22	49000	29400	WKD DAY SA-SU	Oprah Winfrey Network-LOCAL	1	1
2014-06-15	7	221	Sunday	6	15	2014	0	22	4	1078	31	49000	29400	WKD DAY SA-SU	Oprah Winfrey Network-LOCAL	1	1
2014-06-15	8	218	Sunday	6	15	2014	0	27	3	1321	27	206000	78600	WKD DAY SA-SU	Do It Yourself-LOCAL:Headline News-LOCAL:Headline News-LOCAL:Oprah Winfrey Network-LOCAL	33	4
2014-06-15	9	256	Sunday	6	15	2014	0	27	5	1330	39	222000	67100	WKD DAY SA-SU	Animal Planet-LOCAL:Biography-LOCAL:Do It Yourself-LOCAL:Headline News-LOCAL	42	4
2014-06-15	10	266	Sunday	6	15	2014	0	28	4	1350	32	115000	30200	WKD DAY SA-SU	Animal Planet-LOCAL:Cooking Channel-LOCAL	17	2
2014-06-15	11	319	Sunday	6	15	2014	0	28	2	1361	17	0	0	NA	NA	0	0
2014-06-15	12	305	Sunday	6	15	2014	0	31	3	1512	26	201000	55250	WKD DAY SA-SU	Animal Planet-LOCAL:Cooking Channel-LOCAL:ESPN2-LOCAL:Nat Geo Wild-LOCAL:The Weather Channel-LOCAL	49	5
2014-06-15	13	339	Sunday	6	15	2014	0	32	4	1548	32	24000	12000	WKD DAY SA-SU	Cooking Channel-LOCAL	6	1
2014-06-15	14	316	Sunday	6	15	2014	0	32	4	1575	36	237000	101800	WKD DAY SA-SU	Animal Planet-LOCAL:Cooking Channel-LOCAL:Do It Yourself-LOCAL:Logo-LOCAL:Oprah Winfrey Network-LOCAL	50	5
2014-06-15	15	305	Sunday	6	15	2014	0	32	4	1531	31	81000	41400	WKD DAY SA-SU	Biography-LOCAL:Do It Yourself-LOCAL	20	2
2014-06-15	16	315	Sunday	6	15	2014	0	38	4	1846	36	272000	82850	WKD DAY SA-SU	Animal Planet-LOCAL:ESPN2-LOCAL:Logo-LOCAL:National Geographic-LOCAL:National Geographic-LOCAL:The Weather Channel-LOCAL	72	6
2014-06-15	17	310	Sunday	6	15	2014	0	40	5	1928	39	131000	38200	WKD DAY SA-SU	Animal Planet-LOCAL:Cooking Channel-LOCAL:Logo-LOCAL	64	3
2014-06-15	18	281	Sunday	6	15	2014	0	39	5	1909	47	91000	18200	WKD DAY SA-SU	Animal Planet-LOCAL	9	1
2014-06-15	19	270	Sunday	6	15	2014	0	38	4	1825	32	142000	36200	WKD DAY SA-SU	Animal Planet-LOCAL:Biography-LOCAL:Nat Geo Wild-LOCAL	27	3
2014-06-15	20	238	Sunday	6	15	2014	0	28	2	1340	20	0	0	NA	NA	0	0
2014-06-15	21	199	Sunday	6	15	2014	0	20	3	955	22	0	0	NA	NA	0	0
2014-06-15	22	141	Sunday	6	15	2014	0	13	2	609	13	10000	5000	WKD PRIME SA-SU	Logo-LOCAL	2	1
2014-06-15	23	114	Sunday	6	15	2014	0	8	1	394	7	19000	9500	LATE FRINGE  M-SU	Logo-LOCAL	3	1
2014-06-16	0	69	Monday	6	16	2014	0	4	1	211	5	70000	14000	LATE FRINGE  M-SU	Animal Planet-LOCAL	8	1
2014-06-16	1	55	Monday	6	16	2014	0	3	1	160	5	28000	14000	LATE FRINGE  M-SU	Cooking Channel-LOCAL	2	1
2014-06-16	2	42	Monday	6	16	2014	0	3	0	148	4	0	0	NA	NA	0	0
2014-06-16	3	71	Monday	6	16	2014	0	5	1	297	7	80000	16000	OVERNIGHT  M-SU	Animal Planet-LOCAL:Animal Planet-LOCAL	7	2
2014-06-16	4	104	Monday	6	16	2014	0	12	2	669	16	103000	25200	OVERNIGHT  M-SU	Animal Planet-LOCAL:Animal Planet-LOCAL:National Geographic-LOCAL	10	3
2014-06-16	5	161	Monday	6	16	2014	0	25	2	1446	19	0	0	NA	NA	0	0
2014-06-16	6	252	Monday	6	16	2014	0	43	5	2432	40	1e+05	33000	MORNING  M-F	Biography-LOCAL:Bravo-LOCAL:Oprah Winfrey Network-LOCAL	7	3
2014-06-16	7	283	Monday	6	16	2014	0	57	7	3242	61	2e+05	61200	MORNING  M-F	Animal Planet-LOCAL:Biography-LOCAL:Biography-LOCAL:Bravo-LOCAL:Do It Yourself-LOCAL:Oprah Winfrey Network-LOCAL:The Weather Channel-LOCAL	17	7
2014-06-16	8	366	Monday	6	16	2014	0	63	7	3585	63	78000	25200	MORNING  M-F	Headline News-LOCAL:Oprah Winfrey Network-LOCAL	11	2
2014-06-16	9	393	Monday	6	16	2014	0	66	7	3777	64	31000	4650	DAYTIME M-F	Headline News-LOCAL	3	1
2014-06-16	10	523	Monday	6	16	2014	0	68	7	3880	62	35000	13000	DAYTIME M-F	Biography-LOCAL:National Geographic-LOCAL	23	2
2014-06-16	11	563	Monday	6	16	2014	0	73	8	4163	74	82000	22800	DAYTIME M-F	Biography-LOCAL:ESPN2-LOCAL:ESPN2-LOCAL:Nat Geo Wild-LOCAL:National Geographic-LOCAL	64	5
2014-06-16	12	482	Monday	6	16	2014	0	70	8	3981	73	75000	22300	DAYTIME M-F	ESPN2-LOCAL:National Geographic-LOCAL:The Weather Channel-LOCAL	14	3
2014-06-16	13	461	Monday	6	16	2014	0	67	7	3845	63	53000	15700	DAYTIME M-F	Biography-LOCAL:ESPN2-LOCAL:National Geographic-LOCAL	15	3
2014-06-16	14	434	Monday	6	16	2014	0	60	7	3447	61	38000	12700	DAYTIME M-F	Cooking Channel-LOCAL:ESPN2-LOCAL:Logo-LOCAL	27	3
2014-06-16	15	433	Monday	6	16	2014	0	50	5	2831	48	18000	2700	DAYTIME M-F	ESPN2-LOCAL	12	1
2014-06-16	16	352	Monday	6	16	2014	0	45	7	2598	64	92000	24900	DAYTIME M-F	Biography-LOCAL:ESPN2-LOCAL:The Weather Channel-LOCAL:The Weather Channel-LOCAL	32	4
2014-06-16	17	423	Monday	6	16	2014	0	44	6	2487	53	28000	8050	ACCESS   M-F	ESPN2-LOCAL:Logo-LOCAL	8	2
2014-06-16	18	425	Monday	6	16	2014	0	42	6	2396	50	0	0	NA	NA	0	0
2014-06-16	19	363	Monday	6	16	2014	0	37	5	2144	45	99000	29350	ACCESS   M-F	Biography-LOCAL:Biography-LOCAL:ESPN2-LOCAL:Logo-LOCAL:The Weather Channel-LOCAL	19	5
2014-06-16	20	317	Monday	6	16	2014	0	28	3	1622	24	68000	15450	PRIME TIME  M-F	ESPN2-LOCAL:The Weather Channel-LOCAL	25	2
2014-06-16	21	248	Monday	6	16	2014	0	20	3	1127	22	150000	56500	PRIME TIME  M-F	Nat Geo Wild-LOCAL:National Geographic-LOCAL:The Weather Channel-LOCAL	45	3
2014-06-16	22	190	Monday	6	16	2014	0	11	2	626	14	35000	10500	PRIME TIME  M-F	The Weather Channel-LOCAL	15	1
2014-06-16	23	124	Monday	6	16	2014	0	6	1	331	7	33000	9900	LATE FRINGE  M-SU	The Weather Channel-LOCAL	0	1
2014-06-17	0	80	Tuesday	6	17	2014	0	5	0	244	2	108000	47400	LATE FRINGE  M-SU	Cooking Channel-LOCAL:Cooking Channel-LOCAL:Logo-LOCAL:The Weather Channel-LOCAL	25	4
2014-06-17	1	82	Tuesday	6	17	2014	0	3	0	172	2	52000	19400	LATE FRINGE  M-SU	Logo-LOCAL:The Weather Channel-LOCAL	2	2
2014-06-17	2	63	Tuesday	6	17	2014	0	4	1	215	8	52000	19400	LATE FRINGE  M-SU	Logo-LOCAL:The Weather Channel-LOCAL	3	2
2014-06-17	3	83	Tuesday	6	17	2014	0	7	1	392	6	52000	16200	OVERNIGHT  M-SU	ESPN2-LOCAL:Logo-LOCAL:The Weather Channel-LOCAL	4	3
2014-06-17	4	127	Tuesday	6	17	2014	0	13	1	685	8	152000	33400	OVERNIGHT  M-SU	Animal Planet-LOCAL:Bravo-LOCAL:ESPN2-LOCAL:Logo-LOCAL	5	4
2014-06-17	5	274	Tuesday	6	17	2014	0	27	3	1444	27	88000	17600	OVERNIGHT  M-SU	Bravo-LOCAL	2	1
2014-06-17	6	351	Tuesday	6	17	2014	0	41	6	2219	47	139000	40800	MORNING  M-F	Animal Planet-LOCAL:Biography-LOCAL:Bravo-LOCAL:Oprah Winfrey Network-LOCAL	5	4
2014-06-17	7	337	Tuesday	6	17	2014	0	51	5	2708	45	117000	40200	MORNING  M-F	Biography-LOCAL:Biography-LOCAL:Bravo-LOCAL:Do It Yourself-LOCAL:Oprah Winfrey Network-LOCAL	15	5
2014-06-17	8	417	Tuesday	6	17	2014	0	56	6	3018	54	55000	11400	MORNING  M-F	Do It Yourself-LOCAL:Headline News-LOCAL	9	2
2014-06-17	9	529	Tuesday	6	17	2014	0	62	7	3337	55	31000	4650	DAYTIME M-F	Headline News-LOCAL	12	1
2014-06-17	10	620	Tuesday	6	17	2014	0	63	8	3389	66	0	0	NA	NA	0	0
2014-06-17	11	599	Tuesday	6	17	2014	0	65	7	3454	58	70000	18300	DAYTIME M-F	Biography-LOCAL:Biography-LOCAL:ESPN2-LOCAL:The Weather Channel-LOCAL	42	4
2014-06-17	12	523	Tuesday	6	17	2014	0	63	6	3376	52	0	0	NA	NA	0	0
2014-06-17	13	458	Tuesday	6	17	2014	0	58	5	3084	46	55000	14800	DAYTIME M-F	ESPN2-LOCAL:Logo-LOCAL:The Weather Channel-LOCAL	48	3
2014-06-17	14	527	Tuesday	6	17	2014	0	55	6	2943	53	0	0	NA	NA	0	0
2014-06-17	15	484	Tuesday	6	17	2014	0	49	5	2637	38	87000	19800	DAYTIME M-F	Biography-LOCAL:Cooking Channel-LOCAL:Headline News-LOCAL:Headline News-LOCAL	40	4
2014-06-17	16	418	Tuesday	6	17	2014	0	44	4	2376	38	13000	7800	DAYTIME M-F	Do It Yourself-LOCAL	6	1
2014-06-17	17	467	Tuesday	6	17	2014	0	43	5	2297	44	115000	34400	ACCESS   M-F	Animal Planet-LOCAL:Do It Yourself-LOCAL:Headline News-LOCAL:Nat Geo Wild-LOCAL	43	4
2014-06-17	18	410	Tuesday	6	17	2014	0	44	5	2365	45	67000	15400	ACCESS   M-F	Animal Planet-LOCAL:Biography-LOCAL	7	2
2014-06-17	19	407	Tuesday	6	17	2014	0	39	4	2076	35	98000	30950	ACCESS   M-F	Biography-LOCAL:Biography-LOCAL:ESPN2-LOCAL:National Geographic-LOCAL	31	4
2014-06-17	20	354	Tuesday	6	17	2014	0	31	5	1641	40	269000	52150	PRIME TIME  M-F	Animal Planet-LOCAL:Animal Planet-LOCAL:ESPN2-LOCAL	38	3
2014-06-17	21	249	Tuesday	6	17	2014	0	20	2	1086	21	118000	23600	PRIME TIME  M-F	Animal Planet-LOCAL	30	1
2014-06-17	22	190	Tuesday	6	17	2014	0	12	2	617	15	54000	23500	PRIME TIME  M-F	Logo-LOCAL:Nat Geo Wild-LOCAL	33	2
2014-06-17	23	156	Tuesday	6	17	2014	0	7	1	365	10	33000	19800	LATE FRINGE  M-SU	Do It Yourself-LOCAL	8	1
2014-06-18	0	105	Wednesday	6	18	2014	0	5	1	296	6	98000	28000	LATE FRINGE  M-SU	Animal Planet-LOCAL:Cooking Channel-LOCAL	6	2
2014-06-18	1	63	Wednesday	6	18	2014	0	4	1	216	4	70000	14000	LATE FRINGE  M-SU	Animal Planet-LOCAL	2	1
2014-06-18	2	62	Wednesday	6	18	2014	0	3	0	172	2	178000	69000	LATE FRINGE  M-SU	Cooking Channel-LOCAL:Do It Yourself-LOCAL:ESPN2-LOCAL:ESPN2-LOCAL:Logo-LOCAL:National Geographic-LOCAL	16	6
2014-06-18	3	78	Wednesday	6	18	2014	0	6	0	365	4	167000	35800	OVERNIGHT  M-SU	Animal Planet-LOCAL:Cooking Channel-LOCAL:Headline News-LOCAL:Headline News-LOCAL:Logo-LOCAL	17	5
2014-06-18	4	164	Wednesday	6	18	2014	0	13	2	712	13	102000	15300	OVERNIGHT  M-SU	Headline News-LOCAL:Headline News-LOCAL	6	2
2014-06-18	5	220	Wednesday	6	18	2014	0	23	2	1272	22	151000	31250	OVERNIGHT  M-SU	Bravo-LOCAL:Headline News-LOCAL:Logo-LOCAL	4	3
2014-06-18	6	347	Wednesday	6	18	2014	0	44	4	2485	35	208000	66600	MORNING  M-F	Animal Planet-LOCAL:Animal Planet-LOCAL:Biography-LOCAL:Bravo-LOCAL:Oprah Winfrey Network-LOCAL:Oprah Winfrey Network-LOCAL	20	6
2014-06-18	7	504	Wednesday	6	18	2014	0	51	6	2886	48	188000	51600	MORNING  M-F	Animal Planet-LOCAL:Animal Planet-LOCAL:Biography-LOCAL:Biography-LOCAL:Bravo-LOCAL:Oprah Winfrey Network-LOCAL	17	6
2014-06-18	8	520	Wednesday	6	18	2014	0	59	6	3341	49	60000	36000	MORNING  M-F	Oprah Winfrey Network-LOCAL:Oprah Winfrey Network-LOCAL	14	2
2014-06-18	9	560	Wednesday	6	18	2014	0	59	6	3308	55	31000	4650	DAYTIME M-F	Headline News-LOCAL	4	1
2014-06-18	10	507	Wednesday	6	18	2014	0	62	8	3466	66	0	0	NA	NA	0	0
2014-06-18	11	495	Wednesday	6	18	2014	0	62	8	3507	73	64000	19200	DAYTIME M-F	The Weather Channel-LOCAL:The Weather Channel-LOCAL	19	2
2014-06-18	12	511	Wednesday	6	18	2014	0	56	8	3161	68	64000	12850	DAYTIME M-F	Biography-LOCAL:ESPN2-LOCAL:Headline News-LOCAL:Logo-LOCAL	28	4
2014-06-18	13	534	Wednesday	6	18	2014	0	60	5	3357	42	5000	2500	DAYTIME M-F	Logo-LOCAL	10	1
2014-06-18	14	488	Wednesday	6	18	2014	0	53	6	2986	51	20000	6000	DAYTIME M-F	Biography-LOCAL:Biography-LOCAL	8	2
2014-06-18	15	503	Wednesday	6	18	2014	0	47	5	2634	44	18000	2700	DAYTIME M-F	ESPN2-LOCAL	16	1
2014-06-18	16	426	Wednesday	6	18	2014	0	47	7	2676	59	107000	23050	DAYTIME M-F	Animal Planet-LOCAL:Headline News-LOCAL:The Weather Channel-LOCAL	22	3
2014-06-18	17	473	Wednesday	6	18	2014	0	42	5	2391	48	87000	21400	ACCESS   M-F	Animal Planet-LOCAL:Biography-LOCAL:Biography-LOCAL	25	3
2014-06-18	18	467	Wednesday	6	18	2014	0	39	5	2206	41	47000	9400	ACCESS   M-F	Animal Planet-LOCAL	31	1
2014-06-18	19	496	Wednesday	6	18	2014	0	37	5	2078	46	103000	21650	ACCESS   M-F	Animal Planet-LOCAL:ESPN2-LOCAL:Headline News-LOCAL:Logo-LOCAL	32	4
2014-06-18	20	342	Wednesday	6	18	2014	0	26	4	1480	30	88000	19850	PRIME TIME  M-F	Headline News-LOCAL:Logo-LOCAL	27	2
2014-06-18	21	248	Wednesday	6	18	2014	0	13	2	746	19	19000	9500	PRIME TIME  M-F	Logo-LOCAL	4	1
2014-06-18	22	209	Wednesday	6	18	2014	0	9	1	502	10	349000	84150	PRIME TIME  M-F	Animal Planet-LOCAL:Animal Planet-LOCAL:ESPN2-LOCAL:National Geographic-LOCAL	60	4
2014-06-18	23	141	Wednesday	6	18	2014	0	6	1	315	5	33000	19800	LATE FRINGE  M-SU	Do It Yourself-LOCAL	5	1
2014-06-19	0	83	Thursday	6	19	2014	0	4	1	197	4	19000	9500	LATE FRINGE  M-SU	Logo-LOCAL	2	1
2014-06-19	1	65	Thursday	6	19	2014	0	3	0	141	1	89000	23500	LATE FRINGE  M-SU	Animal Planet-LOCAL:Logo-LOCAL	5	2
2014-06-19	2	73	Thursday	6	19	2014	0	3	1	147	8	316000	85700	LATE FRINGE  M-SU	Animal Planet-LOCAL:Animal Planet-LOCAL:Cooking Channel-LOCAL:Do It Yourself-LOCAL:Headline News-LOCAL:Logo-LOCAL	19	6
2014-06-19	3	109	Thursday	6	19	2014	0	6	0	302	3	112000	21000	OVERNIGHT  M-SU	ESPN-LOCAL:Headline News-LOCAL:Logo-LOCAL	7	3
2014-06-19	4	115	Thursday	6	19	2014	0	11	1	591	11	280000	54600	OVERNIGHT  M-SU	Animal Planet-LOCAL:Animal Planet-LOCAL:Bravo-LOCAL:ESPN-LOCAL:Headline News-LOCAL:Logo-LOCAL	12	6
2014-06-19	5	211	Thursday	6	19	2014	0	23	3	1271	24	1e+05	23600	OVERNIGHT  M-SU	Bravo-LOCAL:Logo-LOCAL	2	2
2014-06-19	6	309	Thursday	6	19	2014	0	40	5	2166	40	1e+05	33000	MORNING  M-F	Biography-LOCAL:Bravo-LOCAL:Oprah Winfrey Network-LOCAL	9	3
2014-06-19	7	406	Thursday	6	19	2014	0	49	5	2628	38	111000	29400	MORNING  M-F	Bravo-LOCAL:Do It Yourself-LOCAL:The Weather Channel-LOCAL	7	3
2014-06-19	8	498	Thursday	6	19	2014	0	56	6	3049	51	124000	18600	MORNING  M-F	ESPN2-LOCAL:Headline News-LOCAL:Headline News-LOCAL	15	3
2014-06-19	9	491	Thursday	6	19	2014	0	54	6	2915	50	32000	9600	DAYTIME M-F	The Weather Channel-LOCAL	4	1
2014-06-19	10	521	Thursday	6	19	2014	0	52	5	2831	45	0	0	NA	NA	0	0
2014-06-19	11	424	Thursday	6	19	2014	0	57	6	3108	48	43000	12700	DAYTIME M-F	ESPN2-LOCAL:National Geographic-LOCAL	15	2
2014-06-19	12	461	Thursday	6	19	2014	0	56	6	3031	54	23000	5200	DAYTIME M-F	ESPN2-LOCAL:Logo-LOCAL	17	2
2014-06-19	13	423	Thursday	6	19	2014	0	55	7	2954	57	50000	12300	DAYTIME M-F	ESPN2-LOCAL:The Weather Channel-LOCAL	22	2
2014-06-19	14	427	Thursday	6	19	2014	0	51	5	2746	45	10000	3000	DAYTIME M-F	Biography-LOCAL	4	1
2014-06-19	15	433	Thursday	6	19	2014	0	44	5	2397	44	29000	7100	DAYTIME M-F	ESPN2-LOCAL:Nat Geo Wild-LOCAL	42	2
2014-06-19	16	375	Thursday	6	19	2014	0	40	4	2144	34	64000	14850	DAYTIME M-F	Cooking Channel-LOCAL:ESPN2-LOCAL:Headline News-LOCAL	25	3
2014-06-19	17	345	Thursday	6	19	2014	0	40	6	2171	45	39000	13550	ACCESS   M-F	Cooking Channel-LOCAL:ESPN2-LOCAL	18	2
2014-06-19	18	406	Thursday	6	19	2014	0	39	4	2111	37	64000	11950	ACCESS   M-F	Animal Planet-LOCAL:ESPN2-LOCAL	17	2
2014-06-19	19	409	Thursday	6	19	2014	0	35	4	1880	32	28000	4200	ACCESS   M-F	Headline News-LOCAL	5	1
2014-06-19	20	306	Thursday	6	19	2014	0	28	3	1491	22	33000	4950	PRIME TIME  M-F	ESPN2-LOCAL	7	1
2014-06-19	21	236	Thursday	6	19	2014	0	18	2	957	16	128000	64400	PRIME TIME  M-F	Logo-LOCAL:Oprah Winfrey Network-LOCAL:The Weather Channel-LOCAL	35	3
2014-06-19	22	173	Thursday	6	19	2014	0	11	2	608	14	238000	71850	PRIME TIME  M-F	Animal Planet-LOCAL:Do It Yourself-LOCAL:ESPN2-LOCAL:Logo-LOCAL:Nat Geo Wild-LOCAL	54	5
2014-06-19	23	115	Thursday	6	19	2014	0	8	1	420	11	0	0	NA	NA	0	0
2014-06-20	0	79	Friday	6	20	2014	0	6	0	240	0	123000	41050	LATE FRINGE  M-SU	ESPN2-LOCAL:Logo-LOCAL:National Geographic-LOCAL:The Weather Channel-LOCAL	14	4
2014-06-20	1	48	Friday	6	20	2014	0	4	0	166	2	266000	66900	LATE FRINGE  M-SU	Do It Yourself-LOCAL:Headline News-LOCAL:Headline News-LOCAL:Logo-LOCAL:Nat Geo Wild-LOCAL	13	5
2014-06-20	2	50	Friday	6	20	2014	0	3	1	135	4	124000	28400	LATE FRINGE  M-SU	Cooking Channel-LOCAL:Headline News-LOCAL	3	2
2014-06-20	3	73	Friday	6	20	2014	0	7	0	304	3	40000	10200	OVERNIGHT  M-SU	ESPN2-LOCAL:The Weather Channel-LOCAL	1	2
2014-06-20	4	103	Friday	6	20	2014	0	13	1	550	7	12000	1800	OVERNIGHT  M-SU	ESPN2-LOCAL	1	1
2014-06-20	5	148	Friday	6	20	2014	0	26	2	1099	12	51000	7650	OVERNIGHT  M-SU	Headline News-LOCAL	1	1
2014-06-20	6	224	Friday	6	20	2014	0	47	5	1970	26	120000	48000	MORNING  M-F	Bravo-LOCAL:Oprah Winfrey Network-LOCAL:Oprah Winfrey Network-LOCAL	5	3
2014-06-20	7	255	Friday	6	20	2014	0	58	5	2464	27	104000	25200	MORNING  M-F	Bravo-LOCAL:The Weather Channel-LOCAL	18	2
2014-06-20	8	343	Friday	6	20	2014	0	66	6	2766	37	117000	33000	MORNING  M-F	Animal Planet-LOCAL:Headline News-LOCAL:Oprah Winfrey Network-LOCAL	19	3
2014-06-20	9	392	Friday	6	20	2014	0	64	8	2717	43	87000	19300	DAYTIME M-F	Headline News-LOCAL:Headline News-LOCAL:National Geographic-LOCAL	13	3
2014-06-20	10	311	Friday	6	20	2014	0	61	7	2585	41	0	0	NA	NA	0	0
2014-06-20	11	937	Friday	6	20	2014	0	64	8	2685	47	50000	12300	DAYTIME M-F	ESPN2-LOCAL:The Weather Channel-LOCAL	4	2
2014-06-20	12	720	Friday	6	20	2014	0	63	6	2645	32	81000	16950	DAYTIME M-F	ESPN2-LOCAL:Headline News-LOCAL:The Weather Channel-LOCAL	12	3
2014-06-20	13	652	Friday	6	20	2014	0	62	8	2633	45	0	0	NA	NA	0	0
2014-06-20	14	520	Friday	6	20	2014	0	48	5	2027	30	94000	34350	DAYTIME M-F	ESPN2-LOCAL:Headline News-LOCAL:Oprah Winfrey Network-LOCAL	82	3
2014-06-20	15	423	Friday	6	20	2014	0	44	6	1869	37	0	0	NA	NA	0	0
2014-06-20	16	427	Friday	6	20	2014	0	36	5	1534	28	59000	16300	DAYTIME M-F	Animal Planet-LOCAL:Cooking Channel-LOCAL	43	2
2014-06-20	17	407	Friday	6	20	2014	0	37	7	1564	40	0	0	NA	NA	0	0
2014-06-20	18	391	Friday	6	20	2014	0	33	5	1386	31	86000	19100	ACCESS   M-F	Animal Planet-LOCAL:Headline News-LOCAL:Logo-LOCAL	8	3
2014-06-20	19	400	Friday	6	20	2014	0	34	3	1423	15	1e+05	29900	ACCESS   M-F	Headline News-LOCAL:National Geographic-LOCAL:The Weather Channel-LOCAL	40	3
2014-06-20	20	279	Friday	6	20	2014	0	26	4	1088	20	232000	85250	PRIME TIME  M-F	Headline News-LOCAL:Logo-LOCAL:Oprah Winfrey Network-LOCAL:The Weather Channel-LOCAL:The Weather Channel-LOCAL	69	5
2014-06-20	21	262	Friday	6	20	2014	0	22	3	912	16	178000	65250	PRIME TIME  M-F	Headline News-LOCAL:Oprah Winfrey Network-LOCAL:The Weather Channel-LOCAL	54	3
2014-06-20	22	186	Friday	6	20	2014	0	14	2	591	11	227000	78500	PRIME TIME  M-F	Animal Planet-LOCAL:Oprah Winfrey Network-LOCAL:The Weather Channel-LOCAL	43	3
2014-06-20	23	145	Friday	6	20	2014	0	10	1	401	9	66000	19800	LATE FRINGE  M-SU	The Weather Channel-LOCAL:The Weather Channel-LOCAL	10	2
2014-06-21	0	87	Saturday	6	21	2014	0	5	1	230	7	244000	48200	LATE FRINGE  M-SU	Headline News-LOCAL:Headline News-LOCAL:Logo-LOCAL:The Weather Channel-LOCAL	31	4
2014-06-21	1	68	Saturday	6	21	2014	0	3	1	154	3	272000	62200	LATE FRINGE  M-SU	Cooking Channel-LOCAL:Headline News-LOCAL:Headline News-LOCAL:Logo-LOCAL:The Weather Channel-LOCAL	23	5
2014-06-21	2	53	Saturday	6	21	2014	0	3	0	151	2	341000	80650	LATE FRINGE  M-SU	Cooking Channel-LOCAL:Cooking Channel-LOCAL:ESPN2-LOCAL:Headline News-LOCAL:Headline News-LOCAL:The Weather Channel-LOCAL:The Weather Channel-LOCAL	19	7
2014-06-21	3	64	Saturday	6	21	2014	0	5	1	211	3	80000	18200	OVERNIGHT  M-SU	Animal Planet-LOCAL:ESPN2-LOCAL:The Weather Channel-LOCAL	4	3
2014-06-21	4	134	Saturday	6	21	2014	0	10	2	478	12	0	0	NA	NA	0	0
2014-06-21	5	220	Saturday	6	21	2014	0	21	4	952	19	0	0	NA	NA	0	0
2014-06-21	6	368	Saturday	6	21	2014	0	30	6	1392	29	0	0	NA	NA	0	0
2014-06-21	7	480	Saturday	6	21	2014	0	35	7	1618	35	49000	29400	WKD DAY SA-SU	Oprah Winfrey Network-LOCAL	2	1
2014-06-21	8	320	Saturday	6	21	2014	0	40	6	1812	30	106000	63600	WKD DAY SA-SU	Do It Yourself-LOCAL:Oprah Winfrey Network-LOCAL	12	2
2014-06-21	9	366	Saturday	6	21	2014	0	40	7	1816	37	231000	116000	WKD DAY SA-SU	Biography-LOCAL:Cooking Channel-LOCAL:Cooking Channel-LOCAL:Do It Yourself-LOCAL:National Geographic-LOCAL:Oprah Winfrey Network-LOCAL	53	6
2014-06-21	10	385	Saturday	6	21	2014	0	38	7	1742	37	48000	14400	WKD DAY SA-SU	Biography-LOCAL:Biography-LOCAL	26	2
2014-06-21	11	306	Saturday	6	21	2014	0	38	6	1763	28	85000	40200	WKD DAY SA-SU	Oprah Winfrey Network-LOCAL:The Weather Channel-LOCAL	17	2
2014-06-21	12	364	Saturday	6	21	2014	0	41	8	1861	42	139000	42200	WKD DAY SA-SU	Animal Planet-LOCAL:Cooking Channel-LOCAL:Cooking Channel-LOCAL	21	3
2014-06-21	13	338	Saturday	6	21	2014	0	32	6	1453	27	246000	63600	WKD DAY SA-SU	Animal Planet-LOCAL:Animal Planet-LOCAL:Biography-LOCAL:Cooking Channel-LOCAL:Logo-LOCAL	42	5
2014-06-21	14	333	Saturday	6	21	2014	0	35	5	1591	23	1e+05	31850	WKD DAY SA-SU	Biography-LOCAL:ESPN2-LOCAL:National Geographic-LOCAL	43	3
2014-06-21	15	343	Saturday	6	21	2014	0	32	6	1448	29	107000	26200	WKD DAY SA-SU	Animal Planet-LOCAL:Logo-LOCAL	31	2
2014-06-21	16	335	Saturday	6	21	2014	0	31	6	1423	31	141000	62050	WKD DAY SA-SU	ESPN2-LOCAL:Logo-LOCAL:National Geographic-LOCAL:Oprah Winfrey Network-LOCAL	29	4
2014-06-21	17	339	Saturday	6	21	2014	0	30	4	1392	20	184000	68300	WKD DAY SA-SU	ESPN2-LOCAL:ESPN2-LOCAL:National Geographic-LOCAL:Oprah Winfrey Network-LOCAL:The Weather Channel-LOCAL	50	5
2014-06-21	18	295	Saturday	6	21	2014	0	29	5	1333	26	191000	33200	WKD DAY SA-SU	Animal Planet-LOCAL:Headline News-LOCAL:Headline News-LOCAL	77	3
2014-06-21	19	350	Saturday	6	21	2014	0	28	5	1304	25	138000	28850	WKD DAY SA-SU	Animal Planet-LOCAL:Biography-LOCAL:ESPN2-LOCAL	40	3
