date	hour	visits	dow	month	day	year	deals	branded_imps	branded_clicks	nonbranded_imps	nonbranded_clicks	raw_imps	est_unc_imps	daypart	channel	kre8.visits	channel_count
2014-07-08	21	377	Tuesday	7	8	2014	3.3	41	4	1755	22	102000	30150	PRIME TIME  M-F	Do It Yourself-LOCAL:Headline News-LOCAL	39	2
2014-07-08	22	273	Tuesday	7	8	2014	1.8	23	4	974	21	346000	117850	PRIME TIME  M-F	Animal Planet-LOCAL:Cooking Channel-LOCAL:Do It Yourself-LOCAL:ESPN2-LOCAL:Logo-LOCAL:Nat Geo Wild-LOCAL:National Geographic-LOCAL	176	7
2014-07-08	23	158	Tuesday	7	8	2014	1.1	14	1	617	7	61000	33800	LATE FRINGE  M-SU	Cooking Channel-LOCAL:Do It Yourself-LOCAL	48	2
2014-07-09	0	129	Wednesday	7	9	2014	0.6	8	1	395	5	505000	108600	LATE FRINGE  M-SU	Animal Planet-LOCAL:Animal Planet-LOCAL:Do It Yourself-LOCAL:Headline News-LOCAL:Headline News-LOCAL:Headline News-LOCAL:National Geographic-LOCAL	43	7
2014-07-09	1	80	Wednesday	7	9	2014	0.4	5	1	261	6	269000	62200	LATE FRINGE  M-SU	Animal Planet-LOCAL:Animal Planet-LOCAL:Do It Yourself-LOCAL:Headline News-LOCAL	8	4
2014-07-09	2	106	Wednesday	7	9	2014	0.4	5	1	251	7	246000	71700	LATE FRINGE  M-SU	Animal Planet-LOCAL:Cooking Channel-LOCAL:Do It Yourself-LOCAL:Headline News-LOCAL:Logo-LOCAL	17	5
2014-07-09	3	246	Wednesday	7	9	2014	0.6	9	1	447	8	130000	36800	OVERNIGHT  M-SU	Animal Planet-LOCAL:Animal Planet-LOCAL:Cooking Channel-LOCAL:Cooking Channel-LOCAL:ESPN2-LOCAL:Logo-LOCAL	20	6
2014-07-09	4	381	Wednesday	7	9	2014	1.5	21	3	1021	19	166000	34650	OVERNIGHT  M-SU	Animal Planet-LOCAL:Animal Planet-LOCAL:ESPN2-LOCAL:Headline News-LOCAL:National Geographic-LOCAL	17	5
2014-07-09	5	541	Wednesday	7	9	2014	2.7	39	5	1891	28	155000	31450	OVERNIGHT  M-SU	Animal Planet-LOCAL:Animal Planet-LOCAL:ESPN2-LOCAL:Headline News-LOCAL:Logo-LOCAL	14	5
2014-07-09	6	586	Wednesday	7	9	2014	4.4	62	7	3022	42	30000	18000	MORNING  M-F	Oprah Winfrey Network-LOCAL	1	1
2014-07-09	7	684	Wednesday	7	9	2014	5.4	76	9	3710	54	58000	22200	MORNING  M-F	ESPN2-LOCAL:Oprah Winfrey Network-LOCAL	26	2
2014-07-09	8	614	Wednesday	7	9	2014	6.4	91	9	4438	57	0	0	NA	NA	0	0
2014-07-09	9	613	Wednesday	7	9	2014	7	99	9	4803	57	49000	7350	DAYTIME M-F	ESPN2-LOCAL:Headline News-LOCAL	43	2
2014-07-09	10	674	Wednesday	7	9	2014	6.8	97	9	4706	54	70000	37000	DAYTIME M-F	National Geographic-LOCAL:Oprah Winfrey Network-LOCAL	47	2
2014-07-09	11	639	Wednesday	7	9	2014	7.3	104	11	5027	67	76000	22900	DAYTIME M-F	Cooking Channel-LOCAL:ESPN2-LOCAL:ESPN2-LOCAL:National Geographic-LOCAL	9	4
2014-07-09	12	634	Wednesday	7	9	2014	6.9	98	12	4736	71	114000	44350	DAYTIME M-F	Cooking Channel-LOCAL:ESPN2-LOCAL:Headline News-LOCAL:Logo-LOCAL:Oprah Winfrey Network-LOCAL	28	5
2014-07-09	13	608	Wednesday	7	9	2014	6.4	90	11	4387	64	90000	47000	DAYTIME M-F	Cooking Channel-LOCAL:Logo-LOCAL:National Geographic-LOCAL:Oprah Winfrey Network-LOCAL	64	4
2014-07-09	14	734	Wednesday	7	9	2014	5.7	81	9	3946	53	103000	17200	DAYTIME M-F	ESPN2-LOCAL:ESPN2-LOCAL:Headline News-LOCAL:Headline News-LOCAL:Logo-LOCAL	96	5
2014-07-09	15	666	Wednesday	7	9	2014	4.6	65	8	3173	49	64000	22450	DAYTIME M-F	Cooking Channel-LOCAL:Do It Yourself-LOCAL:Headline News-LOCAL:Logo-LOCAL	50	4
2014-07-09	16	569	Wednesday	7	9	2014	4.6	65	8	3143	51	77000	22650	DAYTIME M-F	Cooking Channel-LOCAL:Do It Yourself-LOCAL:ESPN2-LOCAL:Headline News-LOCAL	36	4
2014-07-09	17	629	Wednesday	7	9	2014	4.7	66	9	3219	54	115000	46000	ACCESS   M-F	Cooking Channel-LOCAL:Do It Yourself-LOCAL:Headline News-LOCAL:National Geographic-LOCAL	32	4
2014-07-09	18	691	Wednesday	7	9	2014	4.5	63	9	3080	57	39000	9700	ACCESS   M-F	Headline News-LOCAL:Logo-LOCAL	14	2
2014-07-09	19	613	Wednesday	7	9	2014	4	57	10	2781	59	11000	5500	ACCESS   M-F	Logo-LOCAL	4	1
2014-07-09	20	454	Wednesday	7	9	2014	3.4	49	7	2369	43	231000	79850	PRIME TIME  M-F	Cooking Channel-LOCAL:Headline News-LOCAL:Logo-LOCAL:Nat Geo Wild-LOCAL:National Geographic-LOCAL	92	5
2014-07-09	21	371	Wednesday	7	9	2014	2.4	34	4	1659	22	250000	81100	PRIME TIME  M-F	Do It Yourself-LOCAL:ESPN2-LOCAL:Headline News-LOCAL:Nat Geo Wild-LOCAL:National Geographic-LOCAL	123	5
2014-07-09	22	243	Wednesday	7	9	2014	1.5	21	3	999	15	317000	63250	PRIME TIME  M-F	Animal Planet-LOCAL:Cooking Channel-LOCAL:ESPN2-LOCAL:Headline News-LOCAL:Headline News-LOCAL	72	5
2014-07-09	23	150	Wednesday	7	9	2014	0.8	12	2	567	10	129000	34200	LATE FRINGE  M-SU	Do It Yourself-LOCAL:Headline News-LOCAL	37	2
2014-07-10	0	112	Thursday	7	10	2014	0.4	7	0	322	2	195000	60600	LATE FRINGE  M-SU	Do It Yourself-LOCAL:Headline News-LOCAL:Nat Geo Wild-LOCAL:National Geographic-LOCAL	32	4
2014-07-10	1	80	Thursday	7	10	2014	0.3	4	0	216	1	236000	46400	LATE FRINGE  M-SU	Headline News-LOCAL:Headline News-LOCAL:Nat Geo Wild-LOCAL:Nat Geo Wild-LOCAL	13	4
2014-07-10	2	92	Thursday	7	10	2014	0.2	4	1	203	5	272000	72100	LATE FRINGE  M-SU	Cooking Channel-LOCAL:Do It Yourself-LOCAL:Headline News-LOCAL:Headline News-LOCAL:Logo-LOCAL	20	5
2014-07-10	3	185	Thursday	7	10	2014	0.5	8	1	386	5	77000	20650	OVERNIGHT  M-SU	Cooking Channel-LOCAL:Cooking Channel-LOCAL:Headline News-LOCAL	16	3
2014-07-10	4	294	Thursday	7	10	2014	1.1	18	2	891	13	126000	30850	OVERNIGHT  M-SU	Animal Planet-LOCAL:Headline News-LOCAL:Logo-LOCAL:National Geographic-LOCAL	12	4
2014-07-10	5	447	Thursday	7	10	2014	2.3	38	4	1843	19	138000	24900	OVERNIGHT  M-SU	ESPN2-LOCAL:ESPN2-LOCAL:Headline News-LOCAL:Headline News-LOCAL:Logo-LOCAL	24	5
2014-07-10	6	554	Thursday	7	10	2014	3.8	63	5	3106	29	28000	4200	MORNING  M-F	ESPN2-LOCAL	6	1
2014-07-10	7	610	Thursday	7	10	2014	5	82	7	4050	40	30000	18000	MORNING  M-F	Oprah Winfrey Network-LOCAL	5	1
2014-07-10	8	532	Thursday	7	10	2014	5.4	89	11	4376	63	85000	29400	MORNING  M-F	Do It Yourself-LOCAL:Headline News-LOCAL:Oprah Winfrey Network-LOCAL	33	3
2014-07-10	9	553	Thursday	7	10	2014	5.5	91	8	4488	46	30000	15000	DAYTIME M-F	Cooking Channel-LOCAL:Cooking Channel-LOCAL	17	2
2014-07-10	10	562	Thursday	7	10	2014	5.3	88	11	4301	60	13000	7800	DAYTIME M-F	Do It Yourself-LOCAL	16	1
2014-07-10	11	562	Thursday	7	10	2014	5.4	89	10	4382	53	85000	44500	DAYTIME M-F	Cooking Channel-LOCAL:National Geographic-LOCAL:Oprah Winfrey Network-LOCAL	54	3
2014-07-10	12	546	Thursday	7	10	2014	5.7	94	10	4608	53	18000	10300	DAYTIME M-F	Do It Yourself-LOCAL:Logo-LOCAL	24	2
2014-07-10	13	527	Thursday	7	10	2014	5.6	92	10	4532	53	65000	37000	DAYTIME M-F	Cooking Channel-LOCAL:Logo-LOCAL:Oprah Winfrey Network-LOCAL	28	3
2014-07-10	14	488	Thursday	7	10	2014	4.3	72	9	3537	49	18000	2700	DAYTIME M-F	ESPN2-LOCAL	12	1
2014-07-10	15	443	Thursday	7	10	2014	3.7	61	9	3013	47	23000	5200	DAYTIME M-F	ESPN2-LOCAL:Logo-LOCAL	39	2
2014-07-10	16	480	Thursday	7	10	2014	3.6	60	7	2966	40	80000	15950	DAYTIME M-F	Animal Planet-LOCAL:Headline News-LOCAL:Logo-LOCAL	48	3
2014-07-10	17	440	Thursday	7	10	2014	3.4	57	8	2780	45	0	0	NA	NA	0	0
2014-07-10	18	425	Thursday	7	10	2014	3.8	62	7	3065	39	0	0	NA	NA	0	0
2014-07-10	19	420	Thursday	7	10	2014	3.4	56	8	2745	42	0	0	NA	NA	0	0
2014-07-10	20	376	Thursday	7	10	2014	2.7	44	7	2169	40	0	0	NA	NA	0	0
2014-07-10	21	306	Thursday	7	10	2014	1.9	31	4	1511	21	0	0	NA	NA	0	0
2014-07-10	22	182	Thursday	7	10	2014	1.3	22	4	1068	23	33000	4950	PRIME TIME  M-F	ESPN2-LOCAL	6	1
2014-07-10	23	120	Thursday	7	10	2014	0.7	12	2	568	11	27000	4050	LATE FRINGE  M-SU	ESPN2-LOCAL	30	1
2014-07-11	0	98	Friday	7	11	2014	0.5	6	1	295	7	27000	4050	LATE FRINGE  M-SU	ESPN2-LOCAL	22	1
2014-07-11	1	73	Friday	7	11	2014	0.4	4	1	202	6	0	0	NA	NA	0	0
2014-07-11	2	100	Friday	7	11	2014	0.4	4	0	209	2	55000	18050	LATE FRINGE  M-SU	Cooking Channel-LOCAL:ESPN2-LOCAL	11	2
2014-07-11	3	189	Friday	7	11	2014	0.7	8	0	379	3	99000	25150	OVERNIGHT  M-SU	Cooking Channel-LOCAL:ESPN2-LOCAL:Headline News-LOCAL:National Geographic-LOCAL	15	4
2014-07-11	4	368	Friday	7	11	2014	1.3	16	1	745	8	35000	11000	OVERNIGHT  M-SU	ESPN2-LOCAL:National Geographic-LOCAL	12	2
2014-07-11	5	565	Friday	7	11	2014	2.4	29	2	1360	11	40000	8000	OVERNIGHT  M-SU	Animal Planet-LOCAL	1	1
2014-07-11	6	619	Friday	7	11	2014	4.8	57	4	2652	27	0	0	NA	NA	0	0
2014-07-11	7	608	Friday	7	11	2014	5.4	64	4	3022	32	0	0	NA	NA	0	0
2014-07-11	8	574	Friday	7	11	2014	5.9	69	7	3259	49	0	0	NA	NA	0	0
2014-07-11	9	515	Friday	7	11	2014	5.9	70	5	3303	36	0	0	NA	NA	0	0
2014-07-11	10	553	Friday	7	11	2014	6.1	72	6	3372	41	0	0	NA	NA	0	0
2014-07-11	11	563	Friday	7	11	2014	6.3	75	6	3520	41	0	0	NA	NA	0	0
2014-07-11	12	499	Friday	7	11	2014	5.8	69	6	3232	46	0	0	NA	NA	0	0
2014-07-11	13	448	Friday	7	11	2014	5.5	66	6	3079	41	0	0	NA	NA	0	0
2014-07-11	14	433	Friday	7	11	2014	4.7	55	5	2596	40	0	0	NA	NA	0	0
2014-07-11	15	384	Friday	7	11	2014	4.2	50	4	2342	26	0	0	NA	NA	0	0
2014-07-11	16	406	Friday	7	11	2014	3.7	44	4	2051	32	0	0	NA	NA	0	0
2014-07-11	17	370	Friday	7	11	2014	3.4	40	3	1897	25	0	0	NA	NA	0	0
2014-07-11	18	390	Friday	7	11	2014	3.4	40	4	1885	30	0	0	NA	NA	0	0
2014-07-11	19	349	Friday	7	11	2014	2.9	34	3	1591	25	0	0	NA	NA	0	0
2014-07-11	20	299	Friday	7	11	2014	2.4	29	3	1360	21	0	0	NA	NA	0	0
2014-07-11	21	245	Friday	7	11	2014	1.9	23	3	1061	23	0	0	NA	NA	0	0
2014-07-11	22	160	Friday	7	11	2014	1.1	13	2	631	11	0	0	NA	NA	0	0
2014-07-11	23	120	Friday	7	11	2014	0.7	8	1	393	8	0	0	NA	NA	0	0
2014-07-12	0	92	Saturday	7	12	2014	0.4	6	1	245	5	28000	14000	LATE FRINGE  M-SU	Cooking Channel-LOCAL	12	1
2014-07-12	1	64	Saturday	7	12	2014	0.3	5	0	175	0	0	0	NA	NA	0	0
2014-07-12	2	71	Saturday	7	12	2014	0.2	4	1	139	5	28000	14000	LATE FRINGE  M-SU	Cooking Channel-LOCAL	4	1
2014-07-12	3	105	Saturday	7	12	2014	0.4	7	1	255	6	35000	11000	OVERNIGHT  M-SU	ESPN2-LOCAL:National Geographic-LOCAL	9	2
2014-07-12	4	222	Saturday	7	12	2014	0.9	14	1	547	5	40000	8000	OVERNIGHT  M-SU	Animal Planet-LOCAL	1	1
2014-07-12	5	305	Saturday	7	12	2014	1.6	27	3	1032	17	0	0	NA	NA	0	0
2014-07-12	6	432	Saturday	7	12	2014	2.3	39	6	1492	33	0	0	NA	NA	0	0
2014-07-12	7	450	Saturday	7	12	2014	2.7	46	5	1760	28	0	0	NA	NA	0	0
2014-07-12	8	459	Saturday	7	12	2014	2.9	48	6	1857	36	0	0	NA	NA	0	0
2014-07-12	9	487	Saturday	7	12	2014	3.3	55	5	2113	29	168000	51400	WKD DAY SA-SU	Animal Planet-LOCAL:Cooking Channel-LOCAL:National Geographic-LOCAL	43	3
2014-07-12	10	456	Saturday	7	12	2014	3	50	6	1905	35	144000	39400	WKD DAY SA-SU	Animal Planet-LOCAL:National Geographic-LOCAL	44	2
2014-07-12	11	451	Saturday	7	12	2014	3.2	54	8	2070	43	220000	79600	WKD DAY SA-SU	Animal Planet-LOCAL:Nat Geo Wild-LOCAL:National Geographic-LOCAL:Oprah Winfrey Network-LOCAL	48	4
2014-07-12	12	490	Saturday	7	12	2014	3	51	8	1960	46	126000	62600	WKD DAY SA-SU	Cooking Channel-LOCAL:National Geographic-LOCAL:Oprah Winfrey Network-LOCAL	22	3
2014-07-12	13	420	Saturday	7	12	2014	3.2	54	5	2054	29	158000	49000	WKD DAY SA-SU	Animal Planet-LOCAL:Cooking Channel-LOCAL:Logo-LOCAL:Nat Geo Wild-LOCAL	88	4
2014-07-12	14	394	Saturday	7	12	2014	2.9	48	5	1845	28	77000	33200	WKD DAY SA-SU	Cooking Channel-LOCAL:National Geographic-LOCAL	55	2
2014-07-12	15	371	Saturday	7	12	2014	2.6	44	6	1669	35	297000	72500	WKD DAY SA-SU	Animal Planet-LOCAL:Animal Planet-LOCAL:ESPN2-LOCAL:ESPN2-LOCAL:Logo-LOCAL:National Geographic-LOCAL	105	6
2014-07-12	16	368	Saturday	7	12	2014	2.5	41	5	1581	28	112000	52850	WKD DAY SA-SU	Cooking Channel-LOCAL:ESPN2-LOCAL:Logo-LOCAL:Oprah Winfrey Network-LOCAL	49	4
2014-07-12	17	347	Saturday	7	12	2014	2.6	43	4	1650	24	74000	26250	WKD DAY SA-SU	Cooking Channel-LOCAL:ESPN2-LOCAL:Nat Geo Wild-LOCAL	45	3
2014-07-12	18	380	Saturday	7	12	2014	2.4	40	4	1542	23	47000	15450	WKD DAY SA-SU	Cooking Channel-LOCAL:ESPN2-LOCAL	8	2
2014-07-12	19	341	Saturday	7	12	2014	2.5	42	4	1606	20	222000	71900	WKD DAY SA-SU	Animal Planet-LOCAL:Cooking Channel-LOCAL:Do It Yourself-LOCAL:Headline News-LOCAL	58	4
2014-07-12	20	266	Saturday	7	12	2014	2.1	34	3	1321	16	131000	34350	WKD PRIME SA-SU	Cooking Channel-LOCAL:Headline News-LOCAL:Logo-LOCAL	52	3
2014-07-12	21	225	Saturday	7	12	2014	1.5	26	2	979	11	122000	47000	WKD PRIME SA-SU	Do It Yourself-LOCAL:ESPN2-LOCAL:Logo-LOCAL	58	3
2014-07-12	22	175	Saturday	7	12	2014	1.1	18	3	681	15	155000	51950	WKD PRIME SA-SU	Do It Yourself-LOCAL:Headline News-LOCAL:Logo-LOCAL	57	3
2014-07-12	23	94	Saturday	7	12	2014	0.6	11	2	404	10	0	0	NA	NA	0	0
2014-07-13	0	111	Sunday	7	13	2014	0.3	5	1	197	4	55000	28600	LATE FRINGE  M-SU	Do It Yourself-LOCAL:Nat Geo Wild-LOCAL	32	2
2014-07-13	1	71	Sunday	7	13	2014	0.3	5	0	206	2	83000	42600	LATE FRINGE  M-SU	Cooking Channel-LOCAL:Do It Yourself-LOCAL:Nat Geo Wild-LOCAL	24	3
2014-07-13	2	70	Sunday	7	13	2014	0.2	3	0	108	2	56000	28000	LATE FRINGE  M-SU	Cooking Channel-LOCAL:Cooking Channel-LOCAL	9	2
2014-07-13	3	113	Sunday	7	13	2014	0.3	5	0	199	3	36000	15700	OVERNIGHT  M-SU	Cooking Channel-LOCAL:National Geographic-LOCAL	13	2
2014-07-13	4	169	Sunday	7	13	2014	0.7	11	1	447	8	23000	9200	OVERNIGHT  M-SU	National Geographic-LOCAL	1	1
2014-07-13	5	257	Sunday	7	13	2014	1.1	19	3	741	14	12000	1800	OVERNIGHT  M-SU	ESPN2-LOCAL	3	1
2014-07-13	6	390	Sunday	7	13	2014	1.6	27	5	1073	27	0	0	NA	NA	0	0
2014-07-13	7	465	Sunday	7	13	2014	2.3	37	5	1471	26	48000	24000	WKD DAY SA-SU	Cooking Channel-LOCAL:Cooking Channel-LOCAL	13	2
2014-07-13	8	502	Sunday	7	13	2014	2.7	44	6	1738	33	27000	10800	WKD DAY SA-SU	Nat Geo Wild-LOCAL	21	1
2014-07-13	9	527	Sunday	7	13	2014	2.7	45	7	1778	36	231000	65800	WKD DAY SA-SU	Animal Planet-LOCAL:Animal Planet-LOCAL:Oprah Winfrey Network-LOCAL	58	3
2014-07-13	10	516	Sunday	7	13	2014	3	49	8	1956	45	144000	39400	WKD DAY SA-SU	Animal Planet-LOCAL:National Geographic-LOCAL	26	2
2014-07-13	11	459	Sunday	7	13	2014	2.9	48	7	1918	38	98000	58800	WKD DAY SA-SU	Oprah Winfrey Network-LOCAL:Oprah Winfrey Network-LOCAL	24	2
2014-07-13	12	441	Sunday	7	13	2014	3.1	51	8	2042	42	39000	11450	WKD DAY SA-SU	ESPN2-LOCAL:Logo-LOCAL	75	2
2014-07-13	13	419	Sunday	7	13	2014	3.2	53	8	2099	42	126000	63400	WKD DAY SA-SU	Do It Yourself-LOCAL:Logo-LOCAL:National Geographic-LOCAL	75	3
2014-07-13	14	425	Sunday	7	13	2014	2.9	47	5	1875	28	315000	95250	WKD DAY SA-SU	Animal Planet-LOCAL:Animal Planet-LOCAL:Do It Yourself-LOCAL:ESPN2-LOCAL:National Geographic-LOCAL	105	5
2014-07-13	15	378	Sunday	7	13	2014	3.3	54	8	2137	43	149000	82400	WKD DAY SA-SU	Do It Yourself-LOCAL:Logo-LOCAL:Nat Geo Wild-LOCAL:Oprah Winfrey Network-LOCAL	54	4
2014-07-13	16	493	Sunday	7	13	2014	3.5	57	6	2272	34	77000	18300	WKD DAY SA-SU	Headline News-LOCAL:Nat Geo Wild-LOCAL	43	2
2014-07-13	17	393	Sunday	7	13	2014	3.2	53	7	2116	36	69000	29200	WKD DAY SA-SU	Logo-LOCAL:National Geographic-LOCAL	39	2
2014-07-13	18	401	Sunday	7	13	2014	3.7	60	7	2387	36	57000	34200	WKD DAY SA-SU	Do It Yourself-LOCAL	39	1
2014-07-13	19	416	Sunday	7	13	2014	3.1	51	5	2013	26	73000	10950	WKD DAY SA-SU	ESPN2-LOCAL:Headline News-LOCAL	33	2
2014-07-13	20	341	Sunday	7	13	2014	2.4	40	4	1592	24	155000	26750	WKD PRIME SA-SU	ESPN2-LOCAL:Headline News-LOCAL:Logo-LOCAL	48	3
2014-07-13	21	300	Sunday	7	13	2014	1.9	31	3	1218	14	112000	42000	WKD PRIME SA-SU	Do It Yourself-LOCAL:ESPN2-LOCAL	44	2
2014-07-13	22	191	Sunday	7	13	2014	1	17	1	666	6	56000	33600	WKD PRIME SA-SU	Do It Yourself-LOCAL	26	1
2014-07-13	23	140	Sunday	7	13	2014	0.7	11	1	426	4	83000	32050	LATE FRINGE  M-SU	Cooking Channel-LOCAL:Cooking Channel-LOCAL:ESPN2-LOCAL	7	3
2014-07-14	0	75	Monday	7	14	2014	0.4	6	1	280	6	33000	19800	LATE FRINGE  M-SU	Do It Yourself-LOCAL	17	1
2014-07-14	1	76	Monday	7	14	2014	0.2	4	1	198	4	33000	19800	LATE FRINGE  M-SU	Do It Yourself-LOCAL	2	1
2014-07-14	2	82	Monday	7	14	2014	0.3	5	1	207	4	0	0	NA	NA	0	0
2014-07-14	3	110	Monday	7	14	2014	0.4	6	2	289	10	0	0	NA	NA	0	0
2014-07-14	4	166	Monday	7	14	2014	0.9	16	3	712	14	23000	9200	OVERNIGHT  M-SU	National Geographic-LOCAL	1	1
2014-07-14	5	230	Monday	7	14	2014	1.8	32	4	1424	20	0	0	NA	NA	0	0
2014-07-14	6	365	Monday	7	14	2014	3	53	6	2360	34	0	0	NA	NA	0	0
2014-07-14	7	465	Monday	7	14	2014	4.3	77	9	3448	51	39000	7800	MORNING  M-F	Animal Planet-LOCAL	1	1
2014-07-14	8	482	Monday	7	14	2014	4.7	83	9	3727	49	39000	7800	MORNING  M-F	Animal Planet-LOCAL	3	1
2014-07-14	9	538	Monday	7	14	2014	4.9	88	12	3927	62	15000	7500	DAYTIME M-F	Cooking Channel-LOCAL	11	1
2014-07-14	10	549	Monday	7	14	2014	5.1	91	10	4053	55	0	0	NA	NA	0	0
2014-07-14	11	642	Monday	7	14	2014	5.2	94	12	4189	65	15000	7500	DAYTIME M-F	Cooking Channel-LOCAL	15	1
2014-07-14	12	671	Monday	7	14	2014	5.2	93	12	4177	62	33000	17800	DAYTIME M-F	Cooking Channel-LOCAL:Do It Yourself-LOCAL:Logo-LOCAL	84	3
2014-07-14	13	638	Monday	7	14	2014	4.7	83	13	3725	70	20000	10000	DAYTIME M-F	Cooking Channel-LOCAL:Logo-LOCAL	22	2
2014-07-14	14	557	Monday	7	14	2014	4.2	75	11	3349	58	20000	10000	DAYTIME M-F	Cooking Channel-LOCAL:Logo-LOCAL	58	2
2014-07-14	15	503	Monday	7	14	2014	3.8	69	9	3076	50	15000	7500	DAYTIME M-F	Cooking Channel-LOCAL	31	1
2014-07-14	16	550	Monday	7	14	2014	3.6	65	12	2906	63	5000	2500	DAYTIME M-F	Logo-LOCAL	34	1
2014-07-14	17	514	Monday	7	14	2014	3.4	61	9	2731	49	102000	36900	ACCESS   M-F	Animal Planet-LOCAL:Cooking Channel-LOCAL:Cooking Channel-LOCAL:Logo-LOCAL	50	4
2014-07-14	18	533	Monday	7	14	2014	3.2	58	9	2576	48	58000	14900	ACCESS   M-F	Animal Planet-LOCAL:Logo-LOCAL	9	2
2014-07-14	19	589	Monday	7	14	2014	2.9	52	8	2338	42	58000	14900	ACCESS   M-F	Animal Planet-LOCAL:Logo-LOCAL	20	2
2014-07-14	20	409	Monday	7	14	2014	2	36	7	1603	39	264000	61200	PRIME TIME  M-F	Animal Planet-LOCAL:Animal Planet-LOCAL:Cooking Channel-LOCAL	55	3
2014-07-14	21	289	Monday	7	14	2014	1.3	24	2	1074	13	283000	70700	PRIME TIME  M-F	Animal Planet-LOCAL:Animal Planet-LOCAL:Cooking Channel-LOCAL:Logo-LOCAL	101	4
2014-07-14	22	206	Monday	7	14	2014	1	18	2	808	11	118000	23600	PRIME TIME  M-F	Animal Planet-LOCAL	31	1
2014-07-14	23	157	Monday	7	14	2014	0.5	9	2	402	10	19000	9500	LATE FRINGE  M-SU	Logo-LOCAL	4	1
2014-07-15	0	113	Tuesday	7	15	2014	0.2	7	0	293	2	0	0	NA	NA	0	0
2014-07-15	1	69	Tuesday	7	15	2014	0.2	5	0	200	2	70000	14000	LATE FRINGE  M-SU	Animal Planet-LOCAL	6	1
2014-07-15	2	80	Tuesday	7	15	2014	0.2	5	0	199	2	47000	23500	LATE FRINGE  M-SU	Cooking Channel-LOCAL:Logo-LOCAL	10	2
2014-07-15	3	71	Tuesday	7	15	2014	0.3	9	1	367	4	25000	12500	OVERNIGHT  M-SU	Cooking Channel-LOCAL:Logo-LOCAL	4	2
2014-07-15	4	162	Tuesday	7	15	2014	0.6	18	2	764	10	52000	14000	OVERNIGHT  M-SU	Animal Planet-LOCAL:Logo-LOCAL	2	2
2014-07-15	5	251	Tuesday	7	15	2014	1.2	34	5	1447	27	12000	6000	OVERNIGHT  M-SU	Logo-LOCAL	1	1
2014-07-15	6	351	Tuesday	7	15	2014	2.1	60	6	2536	33	39000	7800	MORNING  M-F	Animal Planet-LOCAL	8	1
2014-07-15	7	520	Tuesday	7	15	2014	2.8	81	6	3404	33	39000	7800	MORNING  M-F	Animal Planet-LOCAL	10	1
2014-07-15	8	508	Tuesday	7	15	2014	3.4	96	11	4051	59	53000	16200	MORNING  M-F	Animal Planet-LOCAL:Do It Yourself-LOCAL:Do It Yourself-LOCAL	12	3
2014-07-15	9	526	Tuesday	7	15	2014	3.5	99	10	4174	52	0	0	NA	NA	0	0
2014-07-15	10	627	Tuesday	7	15	2014	3.6	104	11	4385	56	24000	12200	DAYTIME M-F	Do It Yourself-LOCAL:Nat Geo Wild-LOCAL	27	2
2014-07-15	11	633	Tuesday	7	15	2014	3.6	102	9	4304	47	13000	7800	DAYTIME M-F	Do It Yourself-LOCAL	5	1
2014-07-15	12	556	Tuesday	7	15	2014	3.4	98	10	4103	52	15000	7500	DAYTIME M-F	Cooking Channel-LOCAL	10	1
2014-07-15	13	536	Tuesday	7	15	2014	3.5	100	10	4195	50	30000	15000	DAYTIME M-F	Cooking Channel-LOCAL:Cooking Channel-LOCAL	57	2
2014-07-15	14	585	Tuesday	7	15	2014	2.9	82	9	3451	48	15000	7500	DAYTIME M-F	Cooking Channel-LOCAL	27	1
2014-07-15	15	480	Tuesday	7	15	2014	2.7	78	9	3257	45	51000	21900	DAYTIME M-F	Cooking Channel-LOCAL:Nat Geo Wild-LOCAL:National Geographic-LOCAL	21	3
2014-07-15	16	524	Tuesday	7	15	2014	2.7	77	9	3224	46	116000	32900	DAYTIME M-F	Animal Planet-LOCAL:Animal Planet-LOCAL:Cooking Channel-LOCAL:Do It Yourself-LOCAL	37	4
2014-07-15	17	610	Tuesday	7	15	2014	2.5	72	9	3020	48	48000	28800	ACCESS   M-F	Do It Yourself-LOCAL:Do It Yourself-LOCAL	60	2
2014-07-15	18	616	Tuesday	7	15	2014	2.2	62	7	2615	36	58000	14900	ACCESS   M-F	Animal Planet-LOCAL:Logo-LOCAL	31	2
2014-07-15	19	555	Tuesday	7	15	2014	2	58	7	2446	38	11000	5500	ACCESS   M-F	Logo-LOCAL	13	1
2014-07-15	20	466	Tuesday	7	15	2014	1.4	40	6	1692	32	134000	55500	PRIME TIME  M-F	Logo-LOCAL:Nat Geo Wild-LOCAL:National Geographic-LOCAL	98	3
2014-07-15	21	362	Tuesday	7	15	2014	1.1	32	4	1338	22	167000	75300	PRIME TIME  M-F	Do It Yourself-LOCAL:Logo-LOCAL:Nat Geo Wild-LOCAL:National Geographic-LOCAL	47	4
2014-07-15	22	228	Tuesday	7	15	2014	0.7	20	3	851	18	85000	49100	PRIME TIME  M-F	Do It Yourself-LOCAL:Do It Yourself-LOCAL:Logo-LOCAL	24	3
2014-07-15	23	142	Tuesday	7	15	2014	0.4	12	2	485	9	63000	27100	LATE FRINGE  M-SU	Logo-LOCAL:National Geographic-LOCAL	26	2
