year	mo	da	temp	max	min	wdsp	prcp	rain_drizzle	snow_ice_pellets
2016	02	17	22.5	35.1	14	4.7	0	0	0
2016	08	20	64.5	79	60.1	7.7	0.12	1	0
2016	01	12	-0.1	6.1	-9	10.2	0.02	0	1
2016	04	07	37.2	44.1	32	5.6	0	1	1
2016	01	09	13.4	34	1.9	13.7	0.01	0	1
2016	11	16	47.3	61	34	6.7	0	0	0
2016	03	26	44.3	51.1	27.1	6.3	0	1	0
2016	05	28	64.1	70	61	4.9	0.24	1	0
2016	11	08	52.2	64.9	44.1	9.7	0	0	0
2016	12	20	29.3	37	19.9	11.9	0	0	0
2016	02	09	11.7	17.1	5	15.0	0	0	1
2016	02	19	39.1	45	25.2	11.3	0	1	0
2016	05	17	55.6	66	46	7.5	0	0	0
2016	10	20	45.2	55.9	37.9	9.2	0	0	0
2016	08	29	76.8	86	61	7.4	0	0	0
2016	07	17	73.8	84	62.1	10.8	0.3	1	0
2016	08	27	65.4	72	57	5.7	0	1	0
2016	08	26	64.7	73.9	57	3.5	0	0	0
2016	12	06	29.4	39.9	21	13.9	0	0	1
2016	03	10	37.5	48.9	34	5.1	0	1	0
2016	10	30	45.6	55.9	43	6.1	0.06	0	0
2016	10	29	55.3	72	46	6.0	0	1	0
2016	04	21	56.6	66.9	52	4.8	0.25	1	0
2016	11	20	25.9	32	23	5.9	0	0	0
2016	09	09	68.3	78.1	62.1	4.7	0.2	1	0
2016	12	30	23.3	33.1	18	8.7	0	0	1
2016	03	25	37.8	48	27	6.4	0	1	0
2016	08	22	70.5	82.9	55.9	8.6	0	0	0
2016	02	24	35.3	39.9	32	8.3	0.04	0	1
2016	01	04	19	28.9	10	5.3	0	0	0
2016	09	20	67	79	57	3.1	0.01	0	0
2016	05	04	58.5	73	45	12.0	0	0	0
2016	10	06	55.9	64.9	45	4.9	0.6	1	0
2016	02	18	30.1	39	15.1	12.7	0	0	0
2016	02	26	30.5	42.1	24.1	8.1	0	0	0
2016	06	20	76.9	93	66	10.9	0.2	1	0
2016	07	10	74.1	82	63	8.5	0.33	1	0
2016	02	16	31	35.1	18	7.1	0	0	1
2016	08	14	73	82.9	63	4.9	0	0	0
2016	12	21	31.3	41	23	7.7	0	0	0
2016	06	30	72	81	60.1	6.5	0	1	0
2016	02	08	16.7	39.9	10.9	17.9	0.02	0	1
2016	06	02	63.2	75	55.9	7.7	0	0	0
2016	09	30	59.1	71.1	46.9	5.6	0	0	0
2016	12	08	18.9	24.1	15.8	13.9	0	0	1
2016	06	10	78.7	91.4	69.1	10.3	0.07	1	0
2016	05	31	70.3	84	60.1	8.9	0	1	0
2016	10	08	42.5	52	36	4.8	0.04	0	0
2016	01	31	36.2	43	30.2	5.3	0.01	0	0
2016	11	19	29.9	48	26.1	18.8	0.8	0	1
2016	01	11	-3.3	6.1	-9	3.5	0	0	1
2016	06	23	67.2	82.9	57.9	9.8	0.47	1	0
2016	12	31	27.1	32	19	10.5	0	0	1
2016	08	01	76.8	84.9	68	9.3	0	0	0
2016	04	18	70.7	79	57.9	6.6	0	0	0
2016	06	08	64.9	79	50	5.3	0	0	0
2016	07	19	78.5	88	66.9	6.4	0	0	0
2016	10	01	62.2	73.9	50	6.1	0	0	0
2016	03	14	51.7	57.9	48	5.6	0.01	1	0
2016	06	29	70.2	81	57.9	4.2	0	0	0
2016	08	17	73	86	64	3.5	0.2	1	0
2016	12	10	9	19.9	3.9	5.9	0	0	1
2016	08	11	75.2	91	69.1	6.9	2.63	1	0
2016	12	19	7.3	21	-18	8.6	0	0	0
2016	09	08	71	78.1	62.1	7.8	0.02	0	0
2016	03	11	42.7	66	28	6.6	0	0	0
2016	04	30	51	60.1	34	10.2	0	0	0
2016	01	06	26.9	33.1	19.9	6.3	0	0	1
2016	11	02	50.2	63	39.9	1.4	0	0	0
2016	03	13	52.4	70	46.9	8.1	0	1	0
2016	03	29	51.2	64	28.2	9.2	0	0	0
2016	09	02	66	77	57	7.9	0	0	0
2016	10	25	46.3	55.9	37	8.8	0	1	0
2016	11	29	37.7	55	35.1	8.9	0.93	1	0
2016	02	25	30.8	37.9	26.1	10.7	0	0	0
2016	09	29	56.2	68	46	6.6	0	0	0
2016	04	10	44	59	37	13.4	0	0	0
2016	01	14	19.9	26.6	16	6.9	0.01	0	0
2016	05	03	59.8	73	39	8.0	0	0	0
2016	02	22	31.3	37	26.1	4.9	0	0	0
2016	07	06	74	90	66	6.7	1.21	1	0
2016	11	28	48	55	29.1	15.3	0.36	1	0
2016	04	19	55.9	79	48	9.8	0.25	1	0
2016	04	02	32.6	41	26.1	16.0	0.02	0	1
2016	06	01	64.2	73	59	9.8	0.02	0	0
2016	09	26	57.7	69.1	51.1	14.0	0.2	0	0
2016	12	12	7.7	21	-2.9	6.6	0.16	0	1
2016	05	01	50.8	63	41	9.6	0	0	0
2016	09	23	63.6	73	60.1	9.3	0.08	1	0
2016	11	23	33.9	36	32	7.1	0.78	1	1
2016	09	15	64.3	75.9	48	7.0	0	1	0
2016	05	27	68.7	81	61	5.8	0.27	1	0
2016	08	15	73.7	82.9	63	4.2	0	0	0
2016	07	22	85.5	97	71.1	4.7	0.16	0	0
2016	11	06	57.6	73	44.1	5.6	0	0	0
2016	12	28	26	36	18	7.6	0	0	0
2016	12	24	33.9	37.9	33.1	3.1	0.1	1	0
2016	10	17	66.4	72	45	7.8	0.01	1	0
2016	08	31	69.1	81	57.9	4.9	0.34	0	0
2016	11	24	35	37	33.1	3.8	0.02	1	1
2016	08	13	72	82	64.9	6.0	0.33	1	0
2016	12	18	-11.3	12	-20	7.2	0.01	0	0
2016	07	28	69.3	80.1	64.9	8.8	0.48	0	0
2016	06	07	62.3	72	50	10.1	0.01	0	0
2016	11	12	41.9	54	34	6.7	0	0	0
2016	01	15	22.4	26.1	16	10.7	0	0	1
2016	03	22	46.5	54	39	10.0	0	0	0
2016	03	17	39.3	48.9	35.1	11.9	0.01	1	1
2016	05	14	41.2	52	34	14.3	0.18	0	0
2016	09	04	68.5	79	59	10.5	0	0	0
2016	09	17	65.7	75.9	59	6.9	0.06	0	0
2016	11	03	53	64.9	39.9	3.5	0	0	0
2016	12	01	36.4	39.9	35.1	9.5	0.04	1	0
2016	10	27	44.9	48.9	42.1	5.3	0.03	0	0
2016	07	30	72.7	81	61	4.7	0	1	0
2016	04	23	55.4	71.1	43	7.8	0	0	0
2016	10	10	58.1	73.9	36	9.6	0	0	0
2016	05	19	61.4	73.9	43	6.1	0	0	0
2016	02	07	36	39.9	25.2	11.2	0	1	0
2016	06	05	67.1	82.9	55	11.0	0.06	1	0
2016	02	01	29.9	41	21.9	3.3	0	0	0
2016	06	12	73.6	93	61	12.3	0.93	1	0
2016	11	27	34.9	46	28.2	6.4	0	0	0
2016	06	14	68.8	78.1	64	8.3	0.01	1	0
2016	03	16	44.8	48.9	39.2	17.6	0.11	1	0
2016	05	24	73	86	66	6.8	0	1	0
2016	06	25	81.4	96.1	60.1	13.0	0	1	0
2016	03	06	40	60.1	28.9	11.0	0	0	0
2016	10	09	46	60.1	36	3.9	0	0	0
2016	12	13	1.2	14	-7.1	8.3	0	0	0
2016	01	18	-6.9	1.9	-13	8.1	0	0	0
2016	11	09	47	60.1	36	4.6	0	0	0
2016	11	14	48.1	62.1	41	5.0	0	0	0
2016	01	16	5.8	23	-4	13.0	0	0	1
2016	09	12	70.6	81	57.9	8.8	0	0	0
2016	04	04	33.9	48	28	8.8	0	0	0
2016	08	19	72.7	84.9	66.9	6.5	0.32	1	0
2016	04	22	51.3	66	43	8.9	0.32	0	0
2016	04	17	69.3	80.1	57	9.4	0	0	0
2016	09	21	68.5	79	57	8.5	0.03	1	0
2016	10	07	45.8	62.1	41	13.4	1.05	1	0
2016	07	11	78.4	90	66	11.1	0.07	0	0
2016	12	25	33.2	36	32	13.9	0	1	1
2016	04	15	62.8	77	48	12.8	0	0	0
2016	11	21	28.3	37.9	21.9	7.5	0	0	0
2016	12	11	16.7	21.2	12	6.7	0.33	0	1
2016	06	28	67.2	77	57.9	6.0	0	0	0
2016	06	04	65.4	73.9	59	6.4	0.21	1	0
2016	05	15	47.8	64.9	34	8.1	0	0	0
2016	03	24	34	46.9	28	11.0	0.31	0	1
2016	06	09	72.4	84	54	9.7	0.49	1	0
2016	08	24	72.4	84	66.9	7.4	1.08	1	0
2016	04	27	46.2	53.1	41	14.2	0	1	0
2016	01	02	21.5	30.9	14	7.5	0	0	0
2016	04	14	61.1	75.9	41	12.1	0	0	0
2016	05	02	55	66.9	39	3.1	0	0	0
2016	10	03	63.9	75.9	51.1	6.3	0	0	0
2016	02	10	8.4	17.1	3	6.9	0	0	0
2016	01	03	26.7	30.9	14	10.4	0	0	0
2016	04	11	38.4	59	30.9	15.0	0	0	0
2016	03	20	35.2	43	26.1	6.3	0	0	0
2016	01	23	20.2	25	17.1	9.0	0	0	0
2016	01	25	28.2	30.2	27	5.2	0.01	1	1
2016	10	12	47.9	72	42.1	13.0	0.01	1	0
2016	04	26	45.4	55	42.1	9.3	0.44	1	0
2016	07	04	71.9	80.1	61	6.8	0	0	0
2016	07	25	77.2	87.1	66.9	6.4	0	0	0
2016	06	16	69.8	80.1	63	8.4	0	0	0
2016	08	12	75.9	84	69.1	5.4	0.01	1	0
2016	04	28	41	53.1	37	12.9	0.29	1	0
2016	12	29	30.7	36	19.9	14.2	0	0	1
2016	09	24	66	73	60.1	11.6	0.63	0	0
2016	07	15	66.6	79	61	6.0	0.17	1	0
2016	03	30	47	64	39.9	9.9	0.38	1	0
2016	03	09	40.1	51.1	35.1	9.2	0	1	0
2016	03	21	37.3	53.1	27	7.0	0	0	0
2016	01	29	24.3	37	18	7.6	0	0	0
2016	01	22	20.7	25	18	5.4	0	0	1
2016	11	17	51.6	61	35.1	8.1	0	0	0
2016	06	24	70.2	82	57.9	6.5	0	0	0
2016	04	06	37.8	44.1	28.2	9.6	0.07	1	0
2016	08	16	75.4	86	64	4.8	0	1	0
2016	12	16	7	12	-8	5.5	0.05	0	1
2016	08	23	76	84	59	12.2	0	0	0
2016	09	22	67.4	73	64	10.6	1.96	1	0
2016	06	03	65.7	75	61	6.6	0	1	0
2016	02	27	42.7	57.9	25.2	8.3	0	0	0
2016	11	25	34.6	37	33.1	5.2	0.04	0	1
2016	02	21	31.7	43	26.1	4.9	0	0	1
2016	01	27	24.5	39.9	15.1	8.4	0.01	0	0
2016	08	28	69.8	84.9	61	5.2	0.01	0	0
2016	01	05	23.7	32	12	11.7	0	0	0
2016	08	07	73.1	82	62.1	2.6	0	0	0
2016	03	03	28.1	35.1	14	4.7	0	0	1
2016	07	02	68.9	79	52	5.1	0	0	0
2016	09	03	66	75.9	57	9.2	0	0	0
2016	06	26	79	96.1	66.9	11.4	0	1	0
2016	08	30	74.1	86	66.9	7.2	1.61	1	0
2016	05	16	58.8	66	50	6.7	0	0	0
2016	08	18	76.9	86	64	4.5	0	1	0
2016	02	11	9.7	17.1	1.9	3.5	0	0	1
2016	10	19	51.9	66	46	5.6	0.01	0	0
2016	06	06	66.3	82.9	55	11.3	0	1	0
2016	11	22	33.9	37.9	22.1	11.8	0	1	1
2016	02	29	28.6	43	19	11.8	0.03	0	0
2016	03	31	44.6	52	39.2	8.3	0.21	1	0
2021	01	14	33.3	35.1	32	5.2	0	0	0
2021	01	01	16.9	23	12	4.7	0	0	0
2021	01	02	17.2	26.1	10	3.4	0	0	0
2021	01	03	20.4	36	10.9	5.4	0	0	0
2021	01	05	26.2	37.9	16	2.6	0.01	0	0
2021	01	06	27.5	34	16	6	0	0	0
2021	01	07	24	30	21.2	5.9	0	0	0
2021	01	08	20.3	25	17.1	2.9	0	0	0
2021	01	09	16	23	12	4.7	0	0	0
2021	01	10	21.7	28.9	14	4.7	0	0	0
2021	01	11	29	36	19	6.8	0	0	0
2021	01	12	26.5	37.9	19	3.5	0	0	0
2021	01	13	33.3	39	28	2.9	0	0	0
2021	01	04	26.6	37.9	12	6.1	0	0	0
2016	04	25	53.7	62.1	50	9.8	0.46	1	0
2016	04	13	51.8	71.1	27.1	9.3	0	0	0
2016	10	11	63.5	73.9	48.9	9.3	0	0	0
2016	01	10	-5	1.9	-9.9	10.0	0	0	0
2016	05	13	47	57.9	41	10.7	0	1	0
2016	12	02	32.7	39	30.9	7.5	0	0	0
2016	07	21	84.5	95	71.1	8.6	0.21	1	0
2016	09	11	66.7	80.1	57	8.0	0	0	0
2016	11	07	54.4	70	46.9	7.9	0	0	0
2016	10	23	51.1	64	39.9	8.6	0	0	0
2016	03	07	51	64	29.1	8.6	0	0	0
2016	06	15	68.7	77	64	9.5	1.49	1	0
2016	10	13	44	54	37	6.6	0	0	0
2016	08	06	71.6	82	62.1	5.2	0	0	0
2016	07	12	80.4	90	71.1	12.2	0.08	1	0
2016	04	29	44.4	60.1	34	5.1	0.64	1	0
2016	07	29	70	79	61	6.3	0	0	0
2016	01	07	31.4	34	23	5.7	0.05	0	1
2016	11	26	35.2	46	28	5.1	0	0	0
2016	10	18	57.6	72	51.1	7.2	0.66	1	0
2016	02	14	11.5	19	-6	10.0	0	0	1
2016	07	26	81	91	66.9	7.6	0	0	0
2016	05	18	56.9	70	43	2.1	0	0	0
2016	12	07	18.6	21.9	17.1	16.1	0	0	1
2016	05	07	66.3	91.9	53.1	12.5	0	0	0
2016	03	02	20.8	32	12.9	5.2	0	0	0
2016	04	09	28.6	43	19.9	10.1	0.02	0	0
2016	12	27	20	24.1	18	10.8	0	0	1
2016	02	20	39.5	45	33.1	10.2	0.37	0	0
2016	01	30	34.6	43	18	5.1	0.01	1	0
2016	09	28	54	62.1	48.9	10.4	0.04	1	0
2016	02	23	34.7	39.9	29.1	5.3	0	1	1
2016	12	23	34.2	37.9	21.9	7.0	0	1	1
2016	12	14	6.3	10	-6	13.7	0	0	0
2016	05	21	67	80.1	53.1	3.1	0	0	0
2016	03	15	53.4	57.9	48	8.4	0.79	1	0
2016	07	14	70.1	84.9	63	12.7	0	1	0
2016	03	05	34.2	39	28.9	8.1	0.05	1	0
2016	10	31	46.9	55	42.1	10.8	0	1	0
2016	10	15	65.3	69.8	60.1	10.6	0	1	0
2016	01	24	25.5	30.2	19.9	5.5	0	0	1
2016	09	01	68.1	80.1	57.9	4.5	0	0	0
2016	12	26	28.9	43	19	20.5	0.97	1	1
2016	10	26	44.9	52	42.1	11.7	0.86	1	0
2016	06	22	74.5	82.9	60.1	6.2	0	1	0
2016	06	11	80	93	69.1	3.8	0	0	0
2016	12	03	30.2	33.1	28.9	5.7	0	0	1
2016	09	13	63.7	81	55.9	10.3	0	0	0
2016	06	21	71.5	82.9	60.1	7.5	0	0	0
2016	05	26	70.8	81	61	8.7	0.6	1	0
2016	09	07	71.7	81	68	4.5	0.24	1	0
2016	11	04	53.1	68	41	2.8	0	0	0
2016	08	05	72	84.9	64	10.1	1.13	0	0
2016	09	18	66.7	84	54	5.8	0	0	0
2016	05	11	51.9	57.9	48.9	7.4	0.04	1	0
2016	03	23	33.7	41	28.9	13.4	0	0	1
2016	07	03	72	80.1	60.1	5.3	0	0	0
2016	10	21	45.1	54	39	4.6	0	0	0
2016	05	25	71.6	86	66	7.6	0	1	0
2016	12	17	7.8	12	0	10.7	0.39	0	1
2016	09	27	55.1	66	48.9	11.8	0	1	0
2016	08	09	76.9	87.1	64.9	8.4	0	0	0
2016	04	05	33.3	42.1	28	9.4	0	1	0
2016	03	28	40.8	59	28	3.5	0.07	0	0
2016	12	09	16.9	24.1	12.9	7.9	0	0	1
2016	02	03	21.9	30	16	16.0	0.52	0	1
2016	11	30	36.9	39.9	35.1	5.3	0.01	1	0
2016	09	06	75.8	81	66.9	5.7	0.64	1	0
2016	09	25	65.7	73	60.1	10.9	0.03	1	0
2016	10	28	53.8	72	42.1	9.9	0	0	0
2016	11	10	54	66.9	46	9.4	0	0	0
2016	10	16	56.1	69.1	44.1	5.6	0	0	0
2016	05	12	53.7	57.9	48	8.4	0.15	1	0
2016	12	15	-2.9	10	-9	8.0	0	0	0
2016	05	22	71	84	53.1	4.8	0	0	0
2016	09	10	65	73.9	57	10.4	0.03	1	0
2016	08	21	63.6	73.9	55.9	6.8	0.38	0	0
2016	04	03	42.3	68	28.9	10.0	0	0	0
2016	04	20	56.2	66.9	48	8.4	0.02	0	0
2016	01	26	26.3	30.2	23	11.2	0.05	0	1
2016	03	12	58.8	69.1	50	7.9	0	0	0
2016	05	10	53.5	68	48	11.5	0.88	1	0
2016	04	16	68.1	80.1	48	12.2	0	0	0
2016	11	15	44.6	54	33.8	3.8	0	0	0
2016	02	05	16.3	28.9	6.1	5.3	0.03	0	1
2016	04	12	36.8	48.9	27	6.0	0	0	0
2016	08	08	74.3	82.9	63	6.6	0	0	0
2016	07	31	74.4	84	66.9	7.6	0	0	0
2016	10	05	62.2	75.9	55.9	9.9	0.73	1	0
2016	08	25	68.7	82	62.1	7.9	0.07	0	0
2016	10	22	50	64	39	4.3	0	0	0
2016	06	13	71.9	78.1	61	7.6	0.45	1	0
2016	01	13	4.1	23	-7.1	4.6	0	0	1
2016	07	18	76.4	88	66	4.4	0.1	0	0
2016	03	01	19.3	39	14	9.8	0	0	1
2016	07	05	77.3	90	66.9	8.0	0	1	0
2016	11	13	49.2	62.1	34	9.5	0	0	0
2016	09	05	72.3	79	60.1	9.5	0.53	1	0
2016	08	10	82.2	91	69.1	7.0	0	0	0
2016	07	24	78	84.9	71.1	8.6	2.17	1	0
2016	03	04	31.4	35.1	26.1	5.5	0	0	1
2016	02	12	11.4	17.1	1.9	11.1	0.01	0	1
2016	09	19	72.2	84	54	6.9	0	1	0
2016	06	17	74.2	86	63	7.5	0	0	0
2016	10	14	50.2	63	37.9	11.9	0	0	0
2016	11	05	56.1	73	41	1.9	0	0	0
2016	01	20	12.1	21.9	-6	6.4	0.02	0	1
2016	01	01	20.7	30	7	9.3	0.01	0	1
2016	03	19	32.6	43	27	8.8	0.07	0	1
2016	09	16	66.7	75.9	57	6.8	0.85	1	0
2016	10	04	64.5	75.9	53.1	13.4	0	1	0
2016	01	08	32.8	34	30.9	6.3	0.11	0	1
2016	07	07	76.8	88	66	6.1	0.06	1	0
2016	05	09	60.1	73	46	10.8	0	1	0
2016	03	08	59.6	70	42.1	12.6	0	0	0
2016	05	30	71.6	84	60.1	4.3	0	0	0
2016	04	08	33.2	39	26.6	14.9	0.04	1	1
2016	01	17	-8.4	-2.9	-14.1	10.5	0	0	0
2016	07	16	71.5	81	61	5.3	0.05	0	0
2016	10	24	46.3	55.9	36	4.9	0	0	0
2016	08	03	82.6	91	73	5.4	0	0	0
2016	12	05	34	39	27	8.6	0.03	1	0
2016	01	28	34.8	39.9	15.1	13.0	0	0	0
2016	07	01	64.3	79	52	7.3	0.1	0	0
2016	03	27	40.8	51.1	36	7.6	0.19	1	0
2016	10	02	62.6	75.9	51.1	1.9	0	0	0
2016	09	14	58	70	46.9	4.5	0	0	0
2016	07	08	71.9	84.9	66	11.0	0.01	1	0
2016	02	28	39.8	57.9	32	7.5	0	1	1
2016	04	24	58.8	71.1	43	12.2	0.02	1	0
2016	02	15	21.9	32	7	6.3	0.04	0	1
2016	02	02	28.7	36	24.1	10.0	0	0	1
2016	05	23	74	84	53.1	12.7	0	0	0
2016	02	13	1.5	15.1	-6	6.1	0	0	0
2016	05	06	74.3	91	61	9.0	0	0	0
2016	05	05	59	79	45	5.8	0	1	0
2016	04	01	39.6	54	35.1	10.3	0.15	1	0
2016	07	27	78.8	91	71.1	6.3	0	1	0
2016	06	19	82.5	93	70	9.8	0	0	0
2016	06	18	77.5	89.1	66	5.9	0	1	0
2016	03	18	34.3	42.1	30.9	6.2	0	0	1
2016	08	02	79.1	88	70	5.4	0	0	0
2016	11	01	56.3	63	45	5.9	0	1	0
2016	07	13	78.6	86	72	12.0	0	0	0
2016	01	21	21.6	24.1	7	3.5	0	0	1
2016	12	04	32.8	37.9	28.9	7.7	0.1	0	1
2016	12	22	29.8	41	19.9	8.9	0	0	0
2016	05	20	64.7	75.9	50	6.3	0	0	0
2016	02	04	16.1	27	8.1	4.9	0.01	0	1
2016	07	09	72.7	82	63	5.7	0	0	0
2016	05	08	60.9	73	46	4.0	0	0	0
2016	06	27	72.9	88	64	10.8	0	0	0
2016	01	19	-0.9	6.1	-13	2.7	0	0	0
2016	05	29	67.6	79	61	7.7	0.31	1	0
2016	07	20	80.1	93	68	9.6	0	1	0
2016	07	23	79.1	97	71.1	8.3	0	1	0
2016	11	18	45.2	57.9	33.1	13.8	0	1	1
2016	11	11	46.9	57	39.9	8.3	0	0	0
2016	08	04	79.5	91	71.1	9.4	0	1	0
2016	02	06	28.2	36	25	8.1	0	0	1
1946	02	24	19.3	30	9.3	11.9	0.01	0	0
1946	04	03	40.4	46.4	35.4	15.4	0.31	1	0
1946	04	07	44.2	50	39.4	13.5	0.2	1	0
1946	04	22	64.6	71.1	52.3	8.9	0.12	1	0
1946	04	28	53.1	67.3	43.3	5.8	0.01	1	0
1946	05	11	37.4	52.3	27	10.3	0.35	1	0
1946	05	17	53.3	64.9	47.3	8.4	0.12	1	0
1946	05	22	59.4	70	52.3	9.7	1.02	1	0
1946	05	23	61.3	67.3	57	13.4	1.22	1	0
1946	06	05	66.2	79.3	58.3	9.9	2.13	1	0
1946	06	07	73.4	85.3	62.4	11.4	0.12	1	0
1946	06	09	62.8	76.3	51.1	10.7	1.02	1	0
1946	06	10	67.6	92.3	57	17.9	1.54	1	0
1946	06	15	72.2	81	64	13.5	0.83	1	0
1946	06	17	72.6	80.1	59.4	10.4	0.12	1	0
1946	06	19	55.4	66	48.4	12.6	0.47	1	0
1946	06	24	79.8	89.1	64.4	13.3	1.34	1	0
1946	06	25	68.9	77.4	62.4	11.7	0.01	1	0
1946	06	29	73.6	86.4	64.9	4.3	0.12	1	0
1946	07	03	71.3	82.4	65.3	8.2	0.01	1	0
1946	07	06	78.8	91	68.4	7.0	1.54	1	0
1946	07	07	76.2	86.4	68.4	4.8	0.12	1	0
1946	07	10	78.5	91	69.1	10.9	0.12	1	0
1946	07	14	76	90	63.3	6.9	0.63	1	0
1946	07	23	72.1	82.9	63.3	7.4	0.08	1	0
1946	08	09	69.5	88	59.4	14.2	0.01	0	0
1946	08	21	67.9	82	60.4	4.7	0.01	0	0
1946	08	26	69.5	79	57.4	7.6	0.01	1	0
1946	09	07	58.5	75	51.4	11.0	0.71	1	0
1946	09	08	52.6	58.3	50	9.8	0.75	1	0
1946	09	14	63.5	78.4	55.9	9.4	0.08	1	0
1946	09	22	64.2	73	49.3	14.8	0.24	1	0
1946	09	24	45.5	51.1	39.4	13.8	0.28	1	0
1946	09	27	67.7	74.3	49.3	13.6	0.08	1	0
1946	10	05	64.7	78.4	59	11.2	0.55	1	0
1946	10	06	60.5	72	46.4	11.1	0.01	1	0
1946	10	15	54.6	66.4	44.4	5.4	0.01	0	0
1946	10	23	56.7	73.4	48	9.1	0.16	0	0
1946	10	24	55.3	70	41.4	9.2	0.35	1	0
1946	10	26	43.9	46.9	40.3	6.2	0.01	1	0
1946	10	28	55.5	68.4	45.3	12.5	0.01	1	0
1946	10	30	54.3	71.4	38.3	17.4	0.01	1	0
1946	11	06	39.8	48.4	31.3	4.9	0.16	0	0
1946	11	15	47.6	60.4	39	11.4	0.2	0	0
1946	01	08	23	26.4	21	9.6	0	0	0
1946	01	15	1.8	15.1	-9	7.6	0	0	0
1946	01	16	12.9	28.4	0	10.4	0	0	0
1946	01	17	20	28.4	14	6.4	0	0	0
1946	01	18	26.4	31.3	11.3	8.5	0	0	0
1946	01	22	1.2	24.4	-10.7	8.7	0	0	0
1946	01	26	-12.3	2.3	-20	12.3	0	0	0
1946	01	29	27.4	38.3	17.1	12.2	0	0	0
1946	02	02	-7.2	2.3	-16.1	8.4	0	0	0
1946	02	03	-0.4	21.4	-8	12.4	0	0	0
1946	02	09	6	18.3	-0.9	9.1	0	0	0
1946	02	10	14.2	33.4	4.3	9.1	0	0	0
1946	02	11	19.2	32	7	10.4	0	0	0
1946	02	15	2.1	30.4	-9.9	13.6	0	0	0
1946	02	16	21.4	36.3	11.3	18.0	0	0	0
1946	02	17	18.7	28.4	12	6.0	0	0	0
1946	02	28	19.8	46.4	6.4	9.5	0	0	0
1946	03	01	33.4	40.3	24.1	11.9	0	0	0
1946	03	02	36.3	38.3	29.3	12.9	0	0	0
1946	03	03	38.2	52.3	28.9	8.3	0	0	0
1946	03	04	29.3	45	19.9	11.1	0	0	0
1946	03	08	25.3	32	17.4	11.9	0	0	0
1946	03	09	24.3	38.3	14.4	4.6	0	0	0
1946	03	11	32.5	48.4	24.1	14.0	0	0	0
1946	03	19	46.1	64.4	30.9	6.9	0	0	0
1946	03	20	48.1	60.4	35.4	8.5	0	0	0
1946	03	23	40.9	51.4	36	10.4	0	1	0
1946	03	24	46.5	61.3	38.3	6.3	0	0	0
1946	03	26	51.4	62.4	37.4	7.8	0	0	0
1946	03	27	56	75.4	44.1	8.5	0	0	0
1946	03	28	63	78.4	51.1	9.2	0	0	0
1946	03	29	59.6	73.9	43.3	8.3	0	0	0
1946	03	30	45.3	56.3	39	15.1	0	0	0
1946	03	31	48.5	62.4	39.9	15.7	0	0	0
1946	04	01	54.5	66.4	43	17.3	0	0	0
1946	04	02	50	59	40.3	15.2	0	0	0
1946	04	05	39.7	52.3	32	7.4	0	0	0
1946	04	06	42	54.3	30	8.3	0	0	0
1946	04	08	40.4	50.4	34.3	14.1	0	0	0
1946	04	09	37.9	48.4	26.4	9.4	0	0	0
1946	04	10	40.4	52.3	33.4	11.0	0	0	0
1946	04	11	44	55.4	36.3	6.0	0	0	0
1946	04	12	46.6	64.4	34	8.2	0	0	0
1946	04	13	58.6	73.4	47.3	8.5	0	0	0
1946	04	14	58.3	69.1	45.3	12.1	0	0	0
1946	04	15	47.2	55.9	37.9	13.7	0	0	0
1946	04	16	47.3	62.4	33.1	8.6	0	0	0
1946	04	17	57.5	75.4	44.4	9.4	0	0	0
1946	04	18	54.2	70	39	8.5	0	0	0
1946	04	19	59.2	72.3	49.3	12.0	0	1	0
1946	04	20	55	70.3	41	12.5	0	0	0
1946	04	21	63.7	81.3	51.4	13.8	0	0	0
1946	04	23	57.6	70.3	44.4	7.5	0	0	0
1946	04	24	60.7	73.4	49.3	10.5	0	0	0
1946	04	25	55.7	64.9	45.3	9.1	0	0	0
1946	04	26	47.3	60.1	36.3	11.7	0	0	0
1946	04	29	60.3	76.3	48.9	9.2	0	0	0
1946	04	30	66.9	83.3	52	7.9	0	0	0
1946	05	01	67.3	80.4	54	11.4	0	0	0
1946	05	05	49.6	57.4	42.4	15.4	0	0	0
1946	05	06	46.5	55.4	36.3	8.2	0	0	0
1946	05	08	54	69.4	39	11.3	0	0	0
1946	05	09	54.7	69.4	39	5.3	0	0	0
1946	05	13	56.8	77.4	44.1	14.7	0	0	0
1946	05	15	48.2	59.4	41.4	11.5	0	1	0
1946	05	16	53.5	68.4	42.1	9.6	0	0	0
1946	05	28	73.2	86.4	60.1	7.3	0	0	0
1946	05	29	69.8	82	57	11.4	0	0	0
1946	05	30	69.2	79.3	57.4	11.6	0	0	0
1946	06	01	43.7	54.3	37.4	14.7	0	1	0
1946	06	02	48.5	61.3	35.4	8.9	0	0	0
1946	06	04	62.5	75.4	47.3	4.7	0	0	0
1946	06	06	69.5	82.4	60.1	8.2	0	1	0
1946	06	08	66.5	79	56.3	15.2	0	0	0
1946	06	11	73.1	86	62.4	8.2	0	1	0
1946	06	13	67	75.4	59	7.2	0	0	0
1946	06	18	62.1	73	55	14.6	0	0	0
1946	06	21	58.5	76.3	48	7.6	0	1	0
1946	06	22	71.6	87.4	56.3	6.7	0	0	0
1946	06	23	80.4	93.4	70	10.9	0	0	0
1946	06	27	76.1	90.3	68.4	9.4	0	0	0
