year	mo	da	temp	max	min	wdsp	prcp	rain_drizzle	snow_ice_pellets
1987	09	02	63.1	78.1	50	4.5	0	0	0
1987	09	04	70.2	84.9	54	11.7	0	0	0
1987	09	09	61.6	73.9	49.3	7.1	0	0	0
1987	09	22	58.7	70	47.5	5.9	0	0	0
1987	09	24	61.1	78.1	48	6.9	0	0	0
1987	10	12	45	61	22.6	5.0	0	0	0
1987	10	27	42.3	53.1	35.1	11.3	0	0	0
1987	10	29	44.1	57.9	28	9.7	0	0	0
1987	11	10	31.3	43	19	2.7	0	0	0
1987	11	12	42.4	60.1	25	5.2	0	0	0
1987	11	14	42.6	59	32	7.0	0	0	0
1987	11	25	33.8	37.9	19.9	7.2	0	0	0
1987	12	17	15	25	10	5.6	0	0	0
1987	12	22	29.9	35.1	18	3.9	0	0	0
1987	12	23	27.6	35.1	21.9	3.8	0	0	1
1987	01	31	22.9	39	9.3	7.5	0.05	0	1
1987	03	01	33.4	44.1	29.8	16.2	0.27	0	1
1987	03	02	28.8	37.9	16.9	8.1	0.03	0	0
1987	05	04	55.3	66.9	42.1	9.5	0	0	0
1987	05	28	73.2	84	64	12.4	0.01	0	0
1987	06	09	64	80.6	49.6	9.2	0	0	0
1987	06	12	78	89.1	61.2	9.6	0.03	0	0
1987	07	23	81.9	90.3	72.3	13.6	0	0	0
1987	07	31	83.5	93.9	73.2	7.9	0.93	0	0
1987	08	11	73.9	82.9	61.9	10.3	0	0	0
1987	08	17	68.2	80.2	58.8	9.1	0.33	0	0
1987	10	25	38.1	48.9	26.1	9.1	0	0	0
1987	10	26	43.9	52	26.1	11.3	0	0	0
1987	11	18	29.3	39	23	11.1	0.21	0	1
1987	11	20	24.1	39.9	18	13.9	0	0	0
1987	12	01	28.3	30.9	27	9.7	0.01	0	1
1987	12	03	28.2	30.9	24.1	7.6	0.17	0	1
1987	12	04	21.1	32	10.9	6.2	0.07	0	0
1987	12	10	34.9	41	30	10.8	0.18	0	0
1987	12	18	26.5	33.1	10	11.9	0.05	0	1
1987	02	11	34.7	48.9	20.3	7.0	0	0	0
1987	10	21	36.3	42.1	30.4	8.8	0	0	1
1987	01	05	32.9	37.9	30	11.9	0	0	0
1987	01	09	26.6	40.5	16.5	6.6	0	0	0
1987	01	11	26	42.1	18	9.4	0	0	0
1987	01	13	35.5	47.8	22.5	5.8	0	0	0
1987	01	16	7.5	17.1	-1.7	4.9	0	0	0
1987	01	24	-3.7	1.9	-13.7	4.9	0	0	1
1987	01	25	4.6	12.9	-11.6	6.2	0	0	0
1987	01	26	10	25	0.3	7.9	0	0	0
1987	02	06	34.4	46.9	15.8	8.5	0	0	0
1987	02	18	25.8	39	14.7	4.3	0	0	0
1987	03	07	56.7	72	37.6	10.7	0	0	0
1987	03	11	29.1	39	14	3.7	0	0	0
1987	03	12	34.7	40.1	23.2	3.7	0	0	1
1987	03	28	36.4	51.8	26.8	13.4	0	0	0
1987	03	29	27.3	42.1	19.8	19.6	0	0	0
1987	04	04	40.4	57	17.6	3.1	0	0	0
1987	04	05	48.1	64.9	27	5.6	0	0	0
1987	04	07	57.6	73	33.4	6.6	0	0	0
1987	04	09	61.8	77	37.2	8.1	0	0	0
1987	04	17	62.9	84	37.8	7.6	0	0	0
1987	04	19	71.1	86.5	52.7	15.4	0	0	0
1987	04	21	49.9	55.9	41.5	16.3	0	0	0
1987	04	26	61.7	80.1	46.9	6.6	0	0	0
1987	05	07	61.2	75	45.9	6.8	0	0	0
1987	06	03	62.1	78.4	53.1	14.3	0	0	0
1987	06	04	62.3	82	43	11.0	0	0	0
1987	06	16	78.2	90	64	7.9	0	0	0
1987	06	19	81	91.4	65.5	8.4	0	0	0
1987	06	24	75.6	86	60.3	5.8	0	0	0
1987	06	26	66.1	81.7	57.6	14.9	0	0	0
1987	06	27	65.8	82	49.3	10.3	0	0	0
1987	07	04	72.5	82	58.1	9.3	0	0	0
1987	07	15	67.4	79	50.7	6.6	0	0	0
1987	07	16	72	86	54.9	15.4	0	0	0
1987	08	02	83.2	96.1	72.5	6.0	0	0	0
1987	08	04	68.8	82.4	62.1	8.8	0	0	0
1987	08	23	59.3	70.9	48	8.6	0	0	0
1987	08	26	60.4	66	53.4	7.0	0	0	0
1987	08	27	62.6	69.1	58.5	6.8	0	0	0
1987	09	07	66.2	78.1	50.2	2.8	0	0	0
1987	09	14	57.9	71.1	45	4.7	0	0	0
1987	09	15	62.7	75	46.9	4.8	0	0	0
1987	09	23	61.1	77	47.5	7.5	0	0	0
1987	09	25	57.7	73	43	4.4	0	0	0
1987	09	26	65.9	82.9	43.2	7.6	0	0	0
1987	09	28	66.6	87.6	57.6	11.2	0	0	0
1987	09	30	58.4	72	51.3	9.8	0	0	0
1987	10	08	45.3	62.1	31.5	7.7	0	0	0
1987	10	09	44.4	62.2	33.1	14.5	0	0	0
1987	10	11	35.5	53.1	22.6	6.6	0	0	0
1987	11	05	40.3	55	30	12.2	0	0	0
1987	11	09	31	48	19	8.3	0	0	0
1987	12	14	23.6	28.9	19	7.1	0	0	0
1987	12	26	9.8	27	-2	5.5	0	0	0
1987	12	27	18.5	27	-2	5.5	0	0	0
1987	12	29	24.6	30	19.9	6.8	0	0	1
1987	01	08	28.2	39.9	19.9	9.5	0	0	0
1987	01	17	16.8	21.9	-1.7	7.7	0.01	0	1
1987	01	18	15	22.3	3.4	4.8	0.03	0	1
1987	01	19	17.2	26.1	3.4	7.7	0	0	1
1987	01	20	11.7	26.2	3.4	10.0	0.06	0	1
1987	01	29	27.7	30	21	11.3	0.34	0	1
1987	02	22	32.9	46	23.7	7.8	0.01	0	1
1987	03	03	28.2	39.9	16.5	6.7	0	0	0
1987	03	16	35.7	44.4	26.1	14.8	0	0	0
1987	03	19	41.8	48	35.8	14.6	0.02	0	0
1987	05	12	60.1	73.9	46	10.8	0.12	0	0
1987	06	08	72.7	93.6	63	10.0	0.01	0	0
1987	06	13	81.3	99	61.5	7.9	0	0	0
1987	06	30	68.7	79	54	6.4	0	0	0
1987	07	02	74.8	82.2	56.5	14.3	0.02	0	0
1987	07	07	76.4	87.6	66.2	6.7	0.09	0	0
1987	07	13	65.4	75.6	59.5	13.9	0.03	0	0
1987	08	10	73	83.1	61.2	6.6	0.33	0	0
1987	08	18	68.7	76.3	58.8	9.1	0	0	0
1987	08	29	65.4	80.1	53.6	8.3	0.14	0	0
1987	10	22	37.2	42.1	30.4	10.3	0.01	0	1
1987	11	19	36.7	39.9	23	14.6	0.03	0	0
1987	12	02	25.4	28.9	24.1	6.2	0	0	1
1987	12	05	23.2	33.1	10.9	7.0	0	0	0
1987	12	12	28.7	45	25	16.5	0.02	0	1
1987	12	15	23.2	26.1	19	12.3	0.07	0	1
1987	12	19	23.4	33.1	12	4.4	0.02	0	1
1987	12	20	26.2	30.9	12.9	11.5	0.02	0	1
1987	01	23	-6.3	1.9	-14.1	11.3	0	0	0
1987	03	08	49.5	72.5	37	15.7	0	0	0
1987	05	16	75.1	91	64	14.9	0	0	0
1987	09	27	72.4	87.1	59	10.8	0	0	0
1987	08	19	66.2	75.9	55	5.1	0	0	0
1987	03	09	26.4	36	18	17.5	0	0	0
1987	04	25	59.4	72	48.9	11.8	0	0	0
1987	05	09	75.3	89.1	64.9	12.6	0	0	0
1987	04	11	49.1	62.2	25.9	7.4	0	1	0
1987	04	14	54.4	61	47.5	16.2	0	1	0
1987	05	24	56.1	66	37.9	4.5	0	1	0
1987	06	01	74.5	89.1	57	10.8	0	1	0
1987	06	07	82.3	94.6	68	13.4	0	1	0
1987	06	28	72.3	87.1	49.3	8.8	0	1	0
1987	07	29	80.8	91	69.8	6.4	0	1	0
1987	08	08	70.5	80.6	59.7	7.6	0	1	0
1987	08	14	68.9	79.5	63.9	8.2	0	1	0
1987	09	08	65.5	79	50.2	9.6	0	1	0
1987	10	06	46.4	64	43	17.0	0	1	0
1987	03	14	34.7	40.6	32.5	16.2	0.27	1	1
1987	03	23	52.4	63.3	33.6	13.6	0.05	1	0
1987	05	13	66.7	86	46	12.9	0.01	1	0
1987	05	20	63.3	75.9	48.9	9.8	0.14	1	0
1987	06	20	74	91	70	8.6	0.01	1	0
1987	07	21	76.1	89.1	66.9	4.9	3.82	1	0
1987	07	25	77.3	87.1	66.9	4.0	0.85	1	0
1987	07	26	77.3	87.1	66.9	6.5	1.32	1	0
1987	08	01	84.5	94.1	74.5	7.1	0	1	0
1987	08	28	63.4	75	58.5	3.1	0.32	1	0
1987	09	10	61	73.8	49.3	7.3	0.17	1	0
1987	09	12	58.6	70	51.6	6.1	0.37	1	0
1987	09	17	64	68.9	60.6	10.8	0.2	1	0
1987	10	16	51.4	54	46	7.5	0.08	1	0
1987	10	20	38.4	53.1	28	10.3	0.03	1	1
1987	11	01	47.5	55.9	37	8.6	0.01	1	0
1987	11	03	59.2	62.1	50	6.8	0.02	1	0
1987	11	08	43.7	50	33.1	9.0	0.01	1	0
1987	11	29	35.8	37.9	30	10.9	0.94	1	1
1987	12	11	38.6	44.1	30	11.5	0	1	1
1987	02	02	33.4	46.6	22.8	9.2	0	1	1
1987	03	13	35.6	39.9	30.9	9.6	0	1	1
1987	04	12	51.8	70	36.7	7.7	0	1	0
1987	04	13	56.2	70.2	36.7	6.4	0	1	0
1987	05	31	71.3	82.9	57	5.7	0	1	0
1987	10	01	58.3	71.2	48.2	11.0	0	1	0
1987	10	23	37.8	41	34	5.4	0	1	1
1987	12	30	23.9	30.9	19	13.8	0	1	1
1987	01	06	33.4	35.2	31.1	9.4	0.09	1	1
1987	02	21	33.4	46	23.7	4.8	0.02	1	1
1987	03	18	39.4	52	30.9	17.7	0.01	1	0
1987	03	26	42.8	57	37.9	9.8	0.01	1	0
1987	04	22	45.2	57	40.5	9.2	0.08	1	0
1987	05	01	53.2	66.6	43	10.8	0.14	1	0
1987	05	02	53.6	64.9	46.9	12.5	0.21	1	0
1987	05	03	57.7	66.9	46.9	14.4	0.01	1	0
1987	05	11	68	75	60.6	12.4	0.23	1	0
1987	05	19	52.7	63	48.9	7.4	0.52	1	0
1987	05	22	47.7	60.1	42.1	12.9	0.07	1	0
1987	05	26	64.8	79	53.8	10.9	0.08	1	0
1987	06	10	60.5	75.2	49.6	10.1	0.19	1	0
1987	06	17	74.4	91.4	64	9.5	0.55	1	0
1987	06	22	74.7	86	66	6.1	0.02	1	0
1987	06	25	72.9	86.2	63	10.6	0.16	1	0
1987	06	29	68.1	88	58.3	8.7	0.69	1	0
1987	07	30	83.1	91.8	73.2	5.6	0.97	1	0
1987	08	03	79.8	96.1	69.8	6.5	0.06	1	0
1987	08	16	74.9	88.9	67.6	9.9	0.67	1	0
1987	08	21	73.6	81.7	57	7.4	0.01	1	0
1987	08	30	67.8	80.4	53.6	13.8	0	1	0
1987	09	13	55.6	66.9	45	3.3	0.02	1	0
1987	09	18	59.5	66.4	55.4	8.1	0.11	1	0
1987	09	19	53	66.4	44.4	5.3	0.18	1	0
1987	09	20	55.4	64.9	44.4	10.9	0.18	1	0
1987	09	29	61	72	54.7	12.9	0.03	1	0
1987	10	05	57.8	78.6	43.9	13.9	0.02	1	0
1987	10	24	36.7	42.1	24.1	5.6	0.05	1	1
1987	11	04	52	63	46.9	12.1	0	1	0
1987	11	16	52.9	57.9	44.1	10.3	0.18	1	0
1987	11	27	30.7	33.1	26.1	6.7	0.01	1	1
1987	04	01	40	47.1	34	18.4	0	1	1
1987	04	20	70.9	84	55.9	13.8	0	1	0
1987	05	29	70.3	81.3	64.9	8.2	0	1	0
1987	12	06	31.9	34	30.9	12.5	0	1	1
1987	03	25	49.4	62.8	41	9.9	0.1	1	0
1987	11	17	37.8	57.9	33.1	11.6	0.18	1	1
1987	09	16	67.1	76.1	64.9	9.0	0	1	0
1987	07	06	73.7	87.1	66	6.3	0.85	1	0
1987	08	09	70.8	82.9	61	8.8	2.51	1	0
1987	12	31	14.6	34	1.9	16.3	0.07	1	1
1995	07	29	75	90	57.9	4.6	0	0	0
1995	01	02	12.1	15.1	7	8.8	0.01	0	1
1995	01	03	3.4	16	-5.1	12.6	0	0	1
1995	01	07	6.2	26.1	-2.9	9.1	0	0	0
1995	01	25	17.6	25	0	3.7	0	0	1
1995	02	04	15.5	36	10.9	14.0	0	0	1
1995	02	07	12.8	16	-2.9	12.4	0	0	1
1995	02	08	9.2	28	-0.9	9.5	0	0	0
1995	03	19	39	48	30	7.4	0	0	0
1995	04	30	52.1	60.1	43.9	6.7	0	0	0
1995	07	20	72.3	82	60.1	7.8	0	0	0
1995	09	17	55.5	73	42.1	7.3	0	0	0
1995	11	18	34	39	32	6.3	0	0	1
1995	12	24	23.8	27	18	9.6	0	0	1
1995	01	01	9.8	23	7	10.2	0.02	0	1
1995	01	04	-4.3	10	-11	11.1	0	0	0
1995	01	05	9	24.1	-11	15.0	0	0	0
1995	01	18	21.8	37	15.1	12.9	0.02	0	1
1995	01	19	20.1	28	12.9	5.6	0	0	0
1995	01	27	25.7	36	7	8.6	0	0	0
1995	01	28	28.9	37	18	9.2	0	0	0
1995	01	30	21.6	28	16	8.0	0	0	1
1995	02	01	31.2	46	25	7.5	0	0	0
1995	02	02	27.6	37	19	4.4	0	0	0
1995	02	11	-3	6.1	-11	14.2	0.01	0	1
1995	02	16	7.1	26.1	-5.1	7.1	0.01	0	0
1995	02	21	23.8	37.9	18	11.3	0	0	1
1995	02	27	26.2	32	19	9.9	0.02	0	1
1995	03	02	7.3	24.1	-4	6.6	0	0	0
1995	03	21	41.2	51.1	33.1	11.2	0.06	0	0
1995	04	14	49	60.1	33.1	11.6	0	0	0
1995	04	23	50.8	63	32	5.7	0	0	0
1995	04	25	48.6	57.9	37	6.2	0.04	0	0
1995	05	05	55.9	66.9	43	7.1	0	0	0
1995	05	12	60	72	42.1	7.3	0	0	0
1995	05	17	54.1	75.9	41	11.9	0	0	0
1995	05	18	58.5	71.1	41	6.5	0	0	0
1995	05	19	63.4	75.9	41	8.4	0	0	0
1995	05	25	60	72	43	6.3	0	0	0
1995	06	18	83.2	95	71.1	7.0	0	0	0
1995	06	20	82.2	91.9	68	4.4	0	0	0
1995	06	29	71.4	81	66.9	9.7	0	0	0
1995	07	02	64.8	78.1	46	7.7	0	0	0
1995	07	07	67.2	77	55.9	8.5	0.03	0	0
1995	07	21	72	82	60.1	8.3	0	0	0
1995	07	24	74.2	88	61	7.5	0	0	0
1995	07	25	74.3	88	62.1	4.9	0	0	0
1995	08	01	66.5	81	55	6.3	0.03	0	0
1995	08	08	77.4	84.9	66.9	9.4	0	0	0
1995	08	15	71	84	57.9	5.7	0.03	0	0
1995	08	17	77.2	84.9	69.1	6.8	0.01	0	0
1995	08	21	73.9	89.1	57.9	4.0	0	0	0
1995	08	23	76.9	88	66	7.9	0	0	0
1995	08	25	77.1	86	69.1	10.1	0.01	0	0
1995	09	01	67.9	80.1	52	5.7	0	0	0
1995	09	03	74.9	84.9	61	6.0	0	0	0
1995	09	04	75.2	87.1	64	6.3	0	0	0
1995	09	10	60.8	73	42.1	6.2	0	0	0
1995	09	11	63.2	75	50	9.8	0	0	0
1995	09	12	66.5	75	53.1	8.5	0	0	0
1995	09	14	61.8	82.9	51.1	8.7	0	0	0
1995	09	20	45.5	55	35.1	7.6	0.01	0	0
1995	10	15	43.6	52	37	12.7	0	0	0
1995	10	16	44.8	60.1	30.9	6.1	0	0	0
1995	10	22	39	46	36	7.6	0.01	0	1
1995	11	06	38.5	46	30	7.5	0	0	0
1995	11	11	18.3	37	10	13.9	0	0	0
1995	11	14	29.1	35.1	19	5.2	0.01	0	1
1995	11	26	29.4	39	21	9.2	0.03	0	1
1995	12	02	31.3	42.1	21.9	10.1	0	0	0
1995	12	03	32.8	43	21.9	9.5	0	0	0
1995	12	06	19.1	37.9	12.9	14.0	0	0	0
1995	12	07	15	24.1	5	7.0	0	0	0
1995	12	09	-6	-0.9	-9	16.5	0.12	0	1
1995	12	11	-6.5	1	-9.9	6.6	0	0	1
1995	12	17	23.2	30.9	10.9	6.6	0	0	0
1995	12	23	23	26.1	10	6.1	0.01	0	1
1995	12	28	15.4	26.1	6.1	7.3	0	0	0
1995	12	29	22.6	30	6.1	9.6	0	0	1
1995	12	30	27.6	32	18	6.3	0	0	1
1995	12	31	30.8	32	19.9	5.9	0.05	0	1
1995	11	05	34.8	39.9	28	13.7	0	0	0
1995	03	13	55.5	59	45.9	11.9	0	1	0
1995	07	09	73.6	82	57.9	8.2	0	1	0
1995	01	11	26.5	34	12.9	11.6	0	1	0
1995	01	12	34	36	23	4.7	0	1	0
1995	01	13	31.6	36	28	8.1	0.02	1	1
1995	03	18	43.3	60.1	37.9	7.3	0.11	1	0
1995	03	25	41.8	55.9	28	11.9	0.13	1	1
1995	03	29	37.2	46.9	30	7.7	0.02	1	1
1995	04	08	38.3	46	33.1	8.9	0.02	1	0
1995	04	12	37.1	39	33.1	7.8	0.66	1	1
1995	04	18	42.3	50	37	13.7	0.59	1	1
1995	05	07	60.7	68	45	9.4	0.01	1	0
1995	05	09	46.7	66	44.1	13.9	0.05	1	0
1995	05	14	55.2	66	50	12.3	0.52	1	0
1995	05	20	60.3	78.1	48	14.0	0	1	0
1995	05	22	60.6	71.1	45	9.3	0.04	1	0
1995	06	09	57.7	62.1	42.1	5.2	0	1	0
1995	06	10	57.9	64	54	8.4	0.41	1	0
1995	06	22	82.8	93.9	72	6.5	0	1	0
1995	06	28	71.1	80.1	63	5.4	0.23	1	0
1995	07	12	82.2	95	68	7.7	0.02	1	0
1995	07	16	68.1	82	62.1	6.6	0.5	1	0
1995	07	19	71.2	82	59	6.7	0.06	1	0
1995	07	31	73.7	93.9	59	10.8	0.3	1	0
1995	08	05	73.8	84.9	64.9	5.6	0.14	1	0
1995	08	12	77.8	86	70	6.9	0.24	1	0
1995	08	16	73.7	84	57.9	5.7	0	1	0
1995	08	26	75.3	88	69.1	6.8	0.21	1	0
1995	08	28	74.8	84	64.9	7.1	0.02	1	0
1995	09	25	49.8	64.9	37	6.0	0.17	1	0
1995	10	01	60.1	78.1	55	14.6	0.34	1	0
1995	10	03	51.3	64	43	8.1	0.46	1	0
1995	10	07	46.4	50	44.1	9.0	0.02	1	0
1995	10	27	48.1	57.9	39.9	8.6	0.2	1	0
1995	10	28	44.6	51.1	39	12.4	0.36	1	0
1995	10	29	39.9	51.1	34	9.0	0.03	1	0
1995	11	15	29.8	36	24.1	6.3	0	1	1
1995	02	10	21.6	36	7	17.8	0.05	1	1
1995	02	20	35	37.9	32	13.8	0.03	1	0
1995	03	27	40.1	48.9	35.1	17.3	0.2	1	1
1995	05	27	58.1	68	51.1	13.3	0	1	0
1995	05	28	51.2	61	48.9	14.3	1.45	1	0
2005	01	12	27.6	30.9	14	6.9	0.06	1	1
2005	01	25	32.3	44.1	19.9	7.3	0	0	0
2005	01	30	29.8	33.1	24.1	5.4	0	0	0
2005	02	05	41.8	51.1	33.1	8.6	0	0	0
2005	02	09	20.5	23	14	4.0	0.02	0	1
2005	02	12	37.3	53.1	23	2.6	0	0	0
2005	02	24	23.4	30	7	5.6	0	0	1
2005	03	06	42.5	60.1	28.2	7.0	0	0	0
2005	03	13	19.4	28	9	8.2	0	0	1
2005	03	23	37.7	46	24.3	5.8	0	0	0
2005	03	26	37.5	50	25	4.6	0	0	0
2005	03	31	44.8	57.9	39	16.5	0.91	1	0
2005	04	06	52.7	72	44.1	9.6	0	1	0
2005	04	21	52	64	41	7.7	0	0	0
2005	05	02	35.3	46	30	11.8	0	0	1
2005	05	29	56.9	66	48	4.1	0.01	1	0
2005	06	14	66.5	82.9	62.1	7.8	0.25	1	0
2005	06	21	74	88	64	3.8	0.55	0	0
2005	07	03	72.8	81	57.9	9.4	0.12	1	0
2005	08	09	80.3	91.9	68	7.6	0.12	1	0
2005	08	13	67.1	79	57.9	6.5	0	0	0
2005	08	20	71.7	81	60.1	7.4	0.02	0	0
2005	08	28	68.6	79	59	6.3	0	0	0
2005	09	03	62.5	77	54	4.8	0	1	0
2005	09	05	75	87.1	62.1	9.4	0.13	0	0
2005	11	22	32.5	44.1	26.1	5.2	0	0	0
2005	11	25	17.6	21	12	7.0	0	0	1
2005	11	29	28.8	53.1	18	12.2	0.4	1	1
2005	12	01	17.8	21	12.9	6.9	0.09	0	1
2005	01	17	-5.1	5	-11.9	3.5	0	0	0
2005	02	17	14.4	25	10	10.6	0	0	1
2005	02	27	30.2	34	16	10.7	0.05	0	1
2005	03	18	27.7	36	19	13.6	0	0	1
2005	03	19	27.4	37.9	21.9	11.8	0.28	0	1
2005	03	27	42.8	55.9	28.2	6.5	0	0	0
2005	04	04	59.9	75.9	37.9	12.0	0	0	0
2005	04	30	41.4	52	34	7.1	0	0	0
2005	05	11	55.5	68	50	11.5	0.02	1	0
2005	05	12	40.9	57.9	34	16.0	0	1	0
2005	05	17	54.3	66.9	39.9	11.3	0.43	1	0
2005	05	20	58.3	66.9	53.1	7.2	0	0	0
2005	06	01	70.5	79	57.9	6.5	0	1	0
2005	06	06	69.7	84	61	7.6	0.38	0	0
2005	06	07	78	91	61	7.9	0	1	0
2005	08	10	73	82.9	64.9	4.7	1.17	0	0
2005	08	18	71.3	82	66	8.2	0.03	1	0
2005	08	22	61.8	75	53.1	6.7	0	0	0
2005	08	30	68.8	79	60.1	5.2	0	0	0
2005	09	01	67.1	79	57	10.6	0	0	0
2005	09	04	67.6	80.1	54	8.5	1.14	1	0
2005	09	18	67.7	79	55.9	3.1	0	1	0
2005	09	29	48.5	66.9	39	8.5	0.37	0	0
2005	09	30	61.3	77	39	9.2	0	0	0
2005	12	19	0	14	-8	6.1	0	0	1
2005	12	29	31.7	35.1	27	4.3	0	0	0
2005	01	07	12	19.9	5	7.9	0	0	1
2005	01	13	13.7	30.9	-6	14.4	0.01	0	1
2005	01	23	10	24.1	-0.9	7.8	0.01	0	0
2005	02	06	34.8	51.1	23	10.0	0	0	0
2005	02	13	38.2	53.1	25.2	11.4	0	1	1
2005	03	01	18.2	27	9	9.2	0.01	0	0
2005	03	30	53.9	71.1	42.1	9.1	0	1	0
2005	04	07	49.7	66	37.9	7.3	0	0	0
2005	04	18	69.4	81	46	9.7	0	1	0
2005	04	24	45.3	57.9	31.1	9.4	0	0	0
2005	05	03	40.6	54	28.9	7.1	0	0	0
2005	05	04	50.9	66.9	29.1	5.2	0	0	0
2005	05	18	59.4	66.9	50	10.4	0.09	1	0
2005	05	22	64.6	75	55.9	12.7	0.06	0	0
2005	05	30	61.7	75.9	48.9	3.4	0.01	0	0
2005	06	02	72	84.9	60.1	8.8	0	0	0
2005	06	04	69.3	75.9	64.9	9.9	0	1	0
2005	06	17	70.2	82.9	55.9	2.9	0	0	0
2005	06	19	77	88	60.1	9.8	0	0	0
2005	06	22	79.2	89.1	64	6.0	0	0	0
2005	06	24	82.1	96.1	73	9.2	0.06	1	0
2005	08	02	83.5	96.1	68	8.0	0	0	0
2005	08	07	77.4	91	63	7.4	0	0	0
2005	08	11	69.6	82.9	64.9	4.8	0	1	0
2005	08	19	69.9	80.1	64	4.6	0.27	1	0
2005	08	25	72.9	82.9	57	9.1	0	0	0
2005	09	06	74.5	87.1	66	6.3	0.14	1	0
2005	09	24	60.1	68	48.9	7.8	0	1	0
2005	10	30	57.7	69.1	45	9.0	0	1	0
2005	11	10	39.2	57	28	6.7	0	0	0
2005	11	26	19.6	28	15.1	10.1	0.1	0	0
2005	12	15	24.4	32	21	8.2	0.19	0	1
2005	01	19	23.1	37	15.8	12.3	0.03	0	1
2005	03	08	20.3	27	12.9	9.1	0	0	0
2005	07	04	73.6	80.1	64	6.3	0.05	0	0
2005	07	15	85	93.9	75	4.4	0	0	0
2005	07	29	70.7	79	60.1	7.1	0	0	0
2005	10	09	47.5	57	41	7.4	0	0	0
2005	12	28	31.6	35.6	30.2	7.0	0	1	0
2005	01	20	18	21.2	15.8	7.9	0.01	1	1
2005	06	12	71.1	80.1	60.8	8.4	0.06	0	0
2005	07	02	69.5	80.1	57.9	8.8	0	0	0
2005	07	26	65.8	71.1	61	11.8	1.56	1	0
2005	10	07	40.4	48	33.1	7.3	0	0	0
2005	10	10	50.1	63	39.9	5.0	0	0	0
2005	01	18	6.8	28.4	-4	11.5	0	0	1
2005	04	12	51	60.1	44.6	14.1	0.34	1	0
2005	07	06	67.8	78.1	57.9	5.3	0	0	0
2005	07	25	78.7	86	70	5.6	0	1	0
2005	07	28	70.4	81	62.1	7.6	0	0	0
2005	10	14	57.6	71.1	50	6.7	0	0	0
2005	01	16	-2.4	5	-9.9	4.6	0	0	0
2005	02	20	26.3	33.1	9	9.3	0.21	0	1
2005	03	03	19.6	36	6.1	3.6	0	0	0
2005	04	02	42.1	55	28.9	4.3	0	0	0
2005	04	03	51	68	29.1	3.3	0	0	0
2005	04	10	64.8	75	48	11.4	0	1	0
2005	05	13	43.4	52	37	8.0	1.07	1	0
2005	05	23	63.8	75	55	9.8	0	0	0
2005	06	18	72.7	87.1	55.9	5.8	0	0	0
2005	06	26	77.6	88	64	10.3	0	1	0
2005	07	30	77.1	90	66.9	10.1	0	0	0
2005	08	12	71.3	79	64	6.4	0.04	0	0
2005	09	13	68.1	79	62.1	7.3	0.66	1	0
2005	09	21	73.4	89.1	59	5.9	0	0	0
2005	09	27	62.7	77	51.1	6.4	0	0	0
2005	10	19	50.1	78.1	41	9.0	0	0	0
2005	10	22	42.1	54	33.1	6.7	0.01	0	0
2005	11	01	42.7	54	34	5.1	0	0	0
2005	11	08	48.4	62.1	37	5.8	0	0	0
2005	11	09	46.1	57.9	37	18.1	0	0	0
2005	12	11	20.7	36	10.9	8.6	0.01	0	0
2005	01	08	15.7	21	7	5.1	0	0	1
2005	02	08	17.6	23	12	7.6	0	0	1
2005	02	10	19.4	27	10.9	6.2	0.01	0	1
2005	03	12	15.4	34	9	9.8	0.03	0	0
2005	03	16	27.9	37	18	8.3	0.01	0	1
2005	03	24	39.5	50	30.2	4.5	0	0	0
2005	04	27	38.3	48	33.1	11.1	0.05	1	0
2005	04	29	44.9	52	31.1	6.3	0	0	0
2005	05	08	68.1	77	57	11.9	0.07	1	0
2005	05	24	64.5	75	53.1	5.0	0	0	0
2005	05	31	67.8	78.1	53.1	5.7	0	0	0
2005	06	11	73.1	80.1	66	7.6	0.35	1	0
2005	06	16	68.6	80.1	55.9	4.4	0.01	0	0
2005	06	20	77	88	64.9	8.4	0	1	0
2005	06	23	86	96.1	68	11.4	0	0	0
2005	09	12	76.5	89.1	71.1	7.5	0	1	0
2005	10	23	42.9	51.1	33.1	10.4	0.04	1	0
2005	10	31	46.2	61	43	5.5	0.09	0	0
2005	11	05	44.6	52	37	4.2	0	1	0
2005	11	11	47.2	64	28.2	5.2	0	0	0
2005	11	18	30	43	16	7.1	0	0	1
2005	11	21	38.5	44.1	32	8.9	0	0	0
2005	12	08	12.6	23	3	2.2	0	0	1
2005	12	13	29.3	32	18	7.1	0	0	1
2005	01	10	12.2	28	7	7.2	0.01	0	1
2005	03	02	16.8	27	6.1	3.8	0	0	0
2005	03	20	30.1	37.9	21	4.6	0	0	0
2005	03	29	56.5	71.1	39	12.2	0	0	0
2005	04	05	64.3	75.9	48	8.5	0	0	0
2005	04	25	48.2	57.9	33.1	8.3	0	1	0
2005	04	28	39.6	48.9	30.9	7.4	0	0	0
2005	05	19	60.8	66	55.9	7.6	0.29	1	0
2005	05	27	53.8	69.1	50	8.0	0.05	1	0
2005	07	17	87.4	97	78.1	11.3	0	0	0
2005	08	16	72.5	84	57.9	3.8	0	0	0
2005	08	26	72.1	82.9	66	7.9	1.24	1	0
2005	09	10	78.7	90	61	11.4	0	0	0
2005	09	11	80	90	70	10.3	0	0	0
2005	10	20	47.4	59	37	3.3	0	0	0
2005	11	06	44	52	39	6.8	0.12	1	0
2005	12	16	18.1	26.1	12	8.7	0.03	0	1
