price	model1_est	model2_est	model3_est	model4_est	model5_est
12900	13061.974679102068	12900	13214.821181849296	7574.452145214522	11650.57939914163
6750	7547.181566203624	5950	6087.6843593356625	6655.659942363112	7276.251040221914
7999	10337.714622219859	8900	8980.642050463044	7574.452145214522	7276.251040221914
6995	8465.411288616791	6900	7548.679553636518	6524.113964686999	7276.251040221914
5000	5026.991587881645	4000	3284.0436582800303	6418.04289544236	4789.687074829932
3000	1027.161418011347	2350	2783.717103162926	6524.113964686999	2417.3728222996515
6000	6736.569224433348	4997.5	8427.125708015386	7574.452145214522	7276.251040221914
14500	13970.5132274254	12250	12071.114291193733	19286.675213675215	13797.777777777777
2700	-1719.9956194449524	1100	1535.2738776494662	6418.04289544236	2417.3728222996515
15950	16010.030922520138	16000	16615.207279660986	16082.274725274725	18539.40404040404
2300	2480.57685294014	2200	2739.951306044608	6418.04289544236	7276.251040221914
8500	14229.069466095036	15995	13688.664002735004	6418.04289544236	18539.40404040404
5785	5894.666973987802	5250	5577.523249439208	6655.659942363112	7276.251040221914
12900	13062.865655134463	12900	13225.472133102921	7574.452145214522	11650.57939914163
12300	11692.592355198425	11650	10298.906556125155	7574.452145214522	11650.57939914163
2000	1811.6713606549479	2700	2334.777555384915	6524.113964686999	2417.3728222996515
5250	5799.006824647309	4400	3623.4502949085436	7574.452145214522	4789.687074829932
800	2305.3125802847776	2700	3430.635065603793	6524.113964686999	7276.251040221914
19999	16155.915494632487	17700	18912.400488798856	6524.113964686999	18539.40404040404
3500	6426.578628911957	4997.5	5216.646180828303	7574.452145214522	7276.251040221914
18000	15423.263019930928	15950	15303.446257315927	16082.274725274725	18539.40404040404
4500	5844.068267518893	5900	4213.148046788974	9804.4	4789.687074829932
850	-1525.8258202696966	2300	1947.222546376458	6655.659942363112	2417.3728222996515
15700	15786.429431356566	17250	14661.22019059415	6418.04289544236	18539.40404040404
3200	4793.905503545215	3700	3562.2720991619844	6524.113964686999	4789.687074829932
8450	10408.118687008468	9500	9353.819708962714	6655.659942363112	11567.134146341463
500	107.3392674555389	1500	1980.2430479163404	6418.04289544236	2504.294736842105
7500	7745.004285583076	5950	7175.656810981805	6655.659942363112	7276.251040221914
3900	6780.732272703142	5000	4236.408409585084	6418.04289544236	4789.687074829932
900	4769.922974304594	3700	3344.7088303773016	6524.113964686999	4789.687074829932
15495	15210.235307715579	15950	13361.494868257989	16082.274725274725	18539.40404040404
450	3124.3014442639233	2500	2151.7223657668	7574.452145214522	2417.3728222996515
4500	3969.7192613594248	4500	3851.2767978747042	6655.659942363112	7276.251040221914
8900	9469.779980027592	7100	9569.065718333542	6524.113964686999	7276.251040221914
25000	24402.554953345214	29750	25423.901576672986	19286.675213675215	27667.102040816328
3900	3671.155189535459	3200	3764.6874737942935	6524.113964686999	7276.251040221914
4500	2046.7674521811118	2700	4049.4423605823913	6524.113964686999	7276.251040221914
1650	1928.2344250273568	2200	1672.7163019791806	6418.04289544236	2417.3728222996515
5400	5023.184607359626	5300	4668.198794930681	9121.141592920354	7276.251040221914
2200	3370.053693959359	2500	3136.7324035825413	6418.04289544236	7276.251040221914
8900	9469.779980027592	7100	9569.065718333542	6524.113964686999	7276.251040221914
16500	15252.923473359682	12900	16482.46392659968	7574.452145214522	18539.40404040404
14990	15679.392102348573	16750	16380.020963987921	12931.025862068966	11650.57939914163
10900	12595.652418696962	12000	12875.85367650669	6418.04289544236	18539.40404040404
3500	4700.91244421921	4750	3428.2061605624813	6655.659942363112	4789.687074829932
5000	5026.991587881645	4000	3284.0436582800303	6418.04289544236	4789.687074829932
1800	-2297.36121606642	2500	2394.3952971322406	6655.659942363112	2417.3728222996515
2700	961.1242480360011	3000	2730.031576307114	6655.659942363112	7276.251040221914
7900	9850.503154485265	6500	9595.144430221846	6418.04289544236	7276.251040221914
750	3873.418579515636	3200	2742.5830132010597	6524.113964686999	4789.687074829932
4950	8441.11068583692	6700	6799.047636371604	6655.659942363112	7276.251040221914
3000	5105.685849112008	2900	3323.529191396363	6524.113964686999	2417.3728222996515
7250	6953.613111085877	4997.5	6888.628342155518	7574.452145214522	7276.251040221914
8000	7568.995286487298	6900	6227.702902964627	9121.141592920354	4789.687074829932
2000	4957.107210469565	3999.5	3467.1307292646425	7574.452145214522	4789.687074829932
2500	5753.714744837194	5250	4811.359926355795	6655.659942363112	7276.251040221914
23500	17328.810331357137	17750	22285.241539176066	7574.452145214522	18539.40404040404
4900	8934.216749267498	7500	7209.045306540123	6655.659942363112	11650.57939914163
14000	14363.878563158532	16100	17169.97999586133	6524.113964686999	18539.40404040404
8000	7568.995286487298	6900	6227.702902964627	9121.141592920354	4789.687074829932
1600	3944.130287180911	3050	1973.2801687253204	7574.452145214522	2417.3728222996515
12400	10452.778554038769	8900	10291.099972638016	7574.452145214522	7276.251040221914
4300	5796.301337665449	4400	3598.429222226645	7574.452145214522	4789.687074829932
4000	9317.945028672057	6500	5307.170185892002	6418.04289544236	4789.687074829932
8000	7568.995286487298	6900	6227.702902964627	9121.141592920354	4789.687074829932
3000	3962.395707891292	3200	3503.099792913018	6524.113964686999	4789.687074829932
4900	3739.173800488761	3050	3382.4050320582746	7574.452145214522	2417.3728222996515
6900	7468.039146636798	5950	5631.876295678034	6655.659942363112	7276.251040221914
7500	12121.705937222057	12000	9046.912744665755	6418.04289544236	11650.57939914163
5500	5761.9726367162875	5250	4856.962721093079	6655.659942363112	7276.251040221914
3000	4115.106321358177	2700	2485.865308611881	6524.113964686999	2417.3728222996515
700	5225.062116039455	4400	1610.7647571663047	7574.452145214522	4789.687074829932
1700	2103.9951809737795	2450	992.9387658641645	7574.452145214522	2417.3728222996515
1200	1265.1285149976884	2350	1162.9781040070593	7574.452145214522	2417.3728222996515
1800	1360.9312232940342	2000	1228.560963996165	6418.04289544236	2417.3728222996515
27302	7852.729942324411	6200	20951.52072071335	9804.4	7276.251040221914
17000	14202.020841841719	16100	16162.40054561197	6524.113964686999	18539.40404040404
6900	7468.039146636798	5950	5631.876295678034	6655.659942363112	7276.251040221914
12000	12247.765814979373	13900	13191.459521878664	6524.113964686999	18539.40404040404
10600	10826.732871600247	9500	10133.471886356681	6524.113964686999	11650.57939914163
18699	17498.1910258572	16200	19324.654767894448	6418.04289544236	18539.40404040404
3990	10410.586168284724	6325	5870.854046471285	7574.452145214522	4789.687074829932
13995	9631.383303617453	7100	11112.088358615574	6524.113964686999	7276.251040221914
7250	6953.613111085877	4997.5	6888.628342155518	7574.452145214522	7276.251040221914
3000	2984.8396360261427	3725	3001.974254762733	6655.659942363112	4789.687074829932
17900	14573.585103140993	16100	18001.707939015323	6524.113964686999	18539.40404040404
22800	18329.71849712759	21000	21397.436664225454	12931.025862068966	18539.40404040404
9500	14738.527912531097	12000	16176.17074859342	6418.04289544236	18539.40404040404
10400	13266.395390033833	9900	11317.850425820292	7574.452145214522	11650.57939914163
2000	11081.516059641097	9900	8381.502808814355	7574.452145214522	11650.57939914163
5500	5761.9726367162875	5250	4856.962721093079	6655.659942363112	7276.251040221914
1500	4206.609632680611	2350	1344.7619644899032	6524.113964686999	2504.294736842105
2900	2445.9596327423133	2450	3344.529342066803	7574.452145214522	2504.294736842105
5900	6495.1911217504385	5500	6549.670766401955	6655.659942363112	7276.251040221914
3500	6426.578628911957	4997.5	5216.646180828303	7574.452145214522	7276.251040221914
16250	12818.83551603027	15800	13442.91067959243	9121.141592920354	11650.57939914163
29900	17151.017616526722	24900	23105.286671365116	7574.452145214522	18539.40404040404
7600	8750.179091726422	5998	6229.413974173916	6524.113964686999	7276.251040221914
6500	10594.905261051394	6900	8395.526146602515	6524.113964686999	7276.251040221914
2900	3209.5425936699157	2500	2794.11229124523	7574.452145214522	2417.3728222996515
19000	15193.210781861384	15950	16558.59124171591	16082.274725274725	18539.40404040404
14000	14363.878563158532	16100	17169.97999586133	6524.113964686999	18539.40404040404
3975	9311.809755381471	8000	6374.729041211284	7574.452145214522	4789.687074829932
9900	10523.119417406991	9900	9811.544711579849	9804.4	7276.251040221914
1000	3239.0256601292012	2350	2307.4905766990814	6524.113964686999	2417.3728222996515
9500	11437.007071960452	10299	10832.134337340593	6655.659942363112	11567.134146341463
1950	2826.4976037654155	3725	2217.0590228913143	6655.659942363112	4789.687074829932
600	2128.642285909398	2450	1152.2897723149272	7574.452145214522	2417.3728222996515
1500	3061.7389001574247	2500	1690.6570237705182	7574.452145214522	2417.3728222996515
4300	4765.627881500712	4750	3777.5719419097277	6655.659942363112	4789.687074829932
24999	24402.554953345214	29750	25423.901576672986	19286.675213675215	27667.102040816328
4800	4874.454811163609	5300	3546.153491807133	9121.141592920354	2417.3728222996515
1	8883.348930084847	5000	3943.259698795505	6418.04289544236	7276.251040221914
24000	23498.26510937814	27000	24471.085081716526	19286.675213675215	27667.102040816328
5400	5761.9726367162875	5250	4856.962721093079	6655.659942363112	7276.251040221914
6400	8566.96800863206	6325	7002.849540679756	7574.452145214522	7276.251040221914
1000	2675.864398060532	2500	1741.176373031387	7574.452145214522	2417.3728222996515
1	6398.38107043168	6500	6338.902275778764	9121.141592920354	4789.687074829932
2999	7698.183469847505	4400	3298.670382269577	7574.452145214522	4789.687074829932
18000	15810.129148681925	15900	17320.84969140167	6524.113964686999	18539.40404040404
18500	16398.944554685968	18950	18327.316857178535	12931.025862068966	18539.40404040404
899	-1376.7178148764087	1200	1202.5017333400956	7574.452145214522	2417.3728222996515
12500	12352.737317785479	12000	11027.95721857664	6418.04289544236	11650.57939914163
1600	2213.9528338918353	2450	1720.1529228341906	7574.452145214522	2417.3728222996515
7250	11832.896401886066	7100	6048.803724373317	6524.113964686999	7276.251040221914
6400	9972.483621889869	9900	9048.9795198073	9804.4	4789.687074829932
2200	4920.9842341129315	3999.5	6507.722034759727	7574.452145214522	7276.251040221914
26500	15839.21623009421	19350	22382.1565994837	7574.452145214522	18539.40404040404
2800	4535.212398464542	4750	4363.768696582494	6655.659942363112	7276.251040221914
3000	5306.759907040689	4000	5180.060872324164	6418.04289544236	7276.251040221914
4500	6225.187156837843	5500	4767.896053431063	12931.025862068966	2417.3728222996515
12000	10085.300308014832	8999	10256.07041729277	9121.141592920354	7276.251040221914
1895	2255.7954440264184	2450	2006.433414820097	7574.452145214522	2417.3728222996515
2499	1809.2542950833	2700	2317.273947807623	6524.113964686999	2417.3728222996515
8900	8499.448996054793	6900	7901.167217887261	6524.113964686999	7276.251040221914
2700	619.1039418792338	1450	2051.3916238524607	3175.4347826086955	2504.294736842105
9500	11143.7012827514	9900	9126.33367393631	7574.452145214522	11650.57939914163
3500	6426.578628911957	4997.5	5216.646180828303	7574.452145214522	7276.251040221914
19500	18044.63915145723	16750	17823.844117629673	19286.675213675215	13797.777777777777
3500	2134.7446336532807	3000	2911.7027061528497	6655.659942363112	2417.3728222996515
8400	11270.730466156614	9900	9607.328343177582	9804.4	7276.251040221914
2500	3850.0439127183613	4500	3223.616001243926	6655.659942363112	4789.687074829932
15000	17123.732590337007	14000	16676.395457849074	19286.675213675215	13797.777777777777
33000	23973.20909323368	29750	25908.149406521785	19286.675213675215	27667.102040816328
3999	7150.3220407417975	5950	5793.5254892448265	6655.659942363112	7276.251040221914
22000	20709.073442295383	20435	24039.721773837762	19286.675213675215	27667.102040816328
24000	14782.836941305855	17750	19488.71373972574	7574.452145214522	18539.40404040404
15000	14922.129723753937	15750	16635.211968342526	12931.025862068966	18539.40404040404
15999	14234.103358220244	11650	13565.838269804019	7574.452145214522	11650.57939914163
8500	14738.527912531097	12000	16176.17074859342	6418.04289544236	18539.40404040404
7900	8413.57585031976	6900	7004.609428089916	6524.113964686999	7276.251040221914
16200	18657.30821967795	17700	7380.438663919173	6524.113964686999	18539.40404040404
7200	8369.766879408611	6900	9610.067882565512	6524.113964686999	7276.251040221914
1000	3536.7981623720066	2550	2609.522580842957	3175.4347826086955	2417.3728222996515
8400	11270.11845203052	9900	9602.221987771463	9804.4	7276.251040221914
4000	5875.574099045787	5000	5662.07310396351	6418.04289544236	7276.251040221914
20000	14776.197723049576	15750	17528.129602274	12931.025862068966	18539.40404040404
2300	4407.782156896998	3999.5	1870.5803262662084	7574.452145214522	4789.687074829932
2800	596.0805388367281	2150	2333.592363631691	7574.452145214522	2504.294736842105
6995	7647.297592491441	6700	7461.993677431718	6524.113964686999	7276.251040221914
3700	4141.021355263927	3200	5009.5247725742465	6524.113964686999	7276.251040221914
7900	8413.26334157508	6900	7001.306559207567	6524.113964686999	7276.251040221914
6000	7989.293283994866	5900	11702.553015732909	9804.4	4789.687074829932
3450	4368.581334307175	3700	2597.7200006828707	6524.113964686999	4789.687074829932
1700	1333.2945755214355	2350	2407.103693265083	6524.113964686999	2417.3728222996515
6900	7656.682961118886	6700	7554.7031916993965	6524.113964686999	7276.251040221914
17500	14928.48402666194	15750	16698.201918966697	12931.025862068966	18539.40404040404
4800	6715.217654226664	4997.5	4555.623505179206	7574.452145214522	4789.687074829932
11250	10863.303061689305	6325	10869.206629767676	7574.452145214522	7276.251040221914
3750	6607.99828736673	5998	5203.977520459784	6524.113964686999	4789.687074829932
6000	11524.124424673893	8000	9431.238013165377	7574.452145214522	7276.251040221914
14999	12320.202383178486	8900	9431.796680161871	7574.452145214522	7276.251040221914
8250	11075.71288388754	10299	8922.077112782723	6655.659942363112	11650.57939914163
8400	11270.730466156614	9900	9607.328343177582	9804.4	7276.251040221914
3150	5466.640670552675	4400	3862.3956686415813	7574.452145214522	4789.687074829932
2000	5786.932682015031	5250	4994.387455249978	6655.659942363112	7276.251040221914
3300	5587.083680679829	4000	3259.626578757013	6524.113964686999	4789.687074829932
5500	5775.58453175551	5250	4931.98877173437	6655.659942363112	7276.251040221914
15500	12873.598471314137	12000	12296.327027024296	6655.659942363112	11567.134146341463
9250	9963.763215378698	9500	8813.032571684638	6655.659942363112	11650.57939914163
16000	16684.885492029018	18950	18651.475768105454	12931.025862068966	18539.40404040404
12500	16881.723255574077	14000	14319.170237464506	19286.675213675215	4789.687074829932
6500	7573.435829612006	5900	6293.46842560347	12931.025862068966	7276.251040221914
5500	8155.0495222629415	6325	6274.5628600492055	7574.452145214522	4789.687074829932
1300	3942.030066655525	3050	1956.7422929249442	7574.452145214522	2417.3728222996515
6500	6654.184346480097	5500	5370.0461041382205	12931.025862068966	2417.3728222996515
8200	11270.730466156614	9900	9607.328343177582	9804.4	7276.251040221914
1800	1759.2351078005217	2700	1957.1674287066962	6524.113964686999	2417.3728222996515
6972	7307.3701150150555	5950	6750.675261599381	6655.659942363112	7276.251040221914
12999	10302.446964996054	9900	11850.568432872557	9804.4	7276.251040221914
18000	20657.38044543377	20435	19958.868287374306	19286.675213675215	11650.57939914163
6999	7469.893413367274	5800	5347.106359848049	6418.04289544236	7276.251040221914
3900	3671.155189535459	3200	3764.6874737942935	6524.113964686999	7276.251040221914
2580	1020.8596022290772	2350	2741.164466913585	6524.113964686999	2417.3728222996515
1000	1216.9394830710485	2350	1611.686332328185	6524.113964686999	2417.3728222996515
8200	11270.730466156614	9900	9607.328343177582	9804.4	7276.251040221914
22000	18474.483035092715	21000	20702.25131379895	12931.025862068966	18539.40404040404
2700	-1719.9956194449524	1100	1535.2738776494662	6418.04289544236	2417.3728222996515
2400	596.0805388367281	2150	2333.592363631691	7574.452145214522	2504.294736842105
1000	2060.3072969325403	2450	716.4835984992969	7574.452145214522	2417.3728222996515
7000	7568.995286487298	6900	6227.702902964627	9121.141592920354	4789.687074829932
7500	5413.004602052193	4000	5876.824848622273	6418.04289544236	7276.251040221914
13000	10311.348609482122	8999	10249.632736980984	9121.141592920354	7276.251040221914
7000	11092.451550166126	9900	8512.575430342094	7574.452145214522	11650.57939914163
7900	8410.150169575032	6900	6968.390556095072	6524.113964686999	7276.251040221914
4900	6824.39274391879	5500	5456.090658553083	9804.4	4789.687074829932
5000	5026.991587881645	4000	3284.0436582800303	6418.04289544236	4789.687074829932
4000	8768.499560361188	5900	9150.96112130751	9804.4	7276.251040221914
7000	7568.995286487298	6900	6227.702902964627	9121.141592920354	4789.687074829932
3900	4765.627881500712	4750	3777.5719419097277	6655.659942363112	4789.687074829932
12999	10302.446964996054	9900	11850.568432872557	9804.4	7276.251040221914
29999	16708.597403219545	24900	23295.9922064435	7574.452145214522	18539.40404040404
2300	5141.381772183482	2500	2965.0647918578097	7574.452145214522	2417.3728222996515
1900	4959.566244753438	2500	1685.072383137439	7574.452145214522	2417.3728222996515
19750	17012.62853036944	17750	18900.917795464367	7574.452145214522	18539.40404040404
800	-2297.36121606642	2500	2394.3952971322406	6655.659942363112	2417.3728222996515
4200	6736.004654145541	5000	3905.468830129623	6418.04289544236	4789.687074829932
1100	-1376.7178148764087	1200	1202.5017333400956	7574.452145214522	2417.3728222996515
7900	8413.57585031976	6900	7004.609428089916	6524.113964686999	7276.251040221914
1999	2841.100737797912	1450	2534.194094005781	3175.4347826086955	2417.3728222996515
7500	9035.08242192587	7100	8252.311718695468	6524.113964686999	7276.251040221914
1800	4835.143112495631	3999.5	2413.9821665747895	7574.452145214522	4789.687074829932
8200	11270.730466156614	9900	9607.328343177582	9804.4	7276.251040221914
1500	4798.85979227327	3700	3607.2285654702273	6524.113964686999	4789.687074829932
9995	10799.39177605644	10299	9237.406188929424	6655.659942363112	11650.57939914163
2799	3403.128885796807	2500	3338.3923013202957	6418.04289544236	7276.251040221914
12400	12606.022031428522	11250	12653.034796683294	6655.659942363112	11567.134146341463
1000	-1303.8174494532245	1500	838.9879951389166	6418.04289544236	2417.3728222996515
8200	11270.730466156614	9900	9607.328343177582	9804.4	7276.251040221914
12999	10302.446964996054	9900	11850.568432872557	9804.4	7276.251040221914
6500	8301.659069428146	6000	5723.8517763594755	12931.025862068966	4789.687074829932
3600	4957.876749817731	4000	2822.7468258193176	6418.04289544236	4789.687074829932
6400	5907.927416053717	4400	4636.99671159555	7574.452145214522	7276.251040221914
1795	2255.7954440264184	2450	2006.433414820097	7574.452145214522	2417.3728222996515
6500	7669.672148612379	5800	4890.16344076395	6418.04289544236	4789.687074829932
1500	2054.764432560322	2200	2395.112122503402	6418.04289544236	2417.3728222996515
2000	5998.491241363397	3050	3060.5690184785035	7574.452145214522	2417.3728222996515
16200	19166.255631198837	18150	19446.040868126463	16082.274725274725	18539.40404040404
7990	104.65968635355091	1500	1554.2138451435576	3175.4347826086955	2504.294736842105
51000	18828.066544206595	16750	20679.907433449684	19286.675213675215	13797.777777777777
4800	5770.0541704047255	2550	4051.3883926806802	3175.4347826086955	7276.251040221914
1500	4315.694888328521	2450	3134.6218279050054	7574.452145214522	2417.3728222996515
5900	5018.002496027715	3700	5569.516532167738	6524.113964686999	7276.251040221914
10595	13260.922890910668	12000	12624.64613267955	6655.659942363112	11567.134146341463
7900	11270.730466156614	9900	9607.328343177582	9804.4	7276.251040221914
14750	13308.323678863224	14500	12505.050840262858	6418.04289544236	18539.40404040404
1800	-3807.8242959397903	1100	1283.1064080247825	6418.04289544236	2417.3728222996515
6900	8337.026041309078	6900	6189.505595852002	6524.113964686999	4789.687074829932
17400	15193.210781861384	15950	16558.59124171591	16082.274725274725	18539.40404040404
5900	7242.240552952066	5950	6359.770693442966	6655.659942363112	7276.251040221914
6000	10227.964070858721	7900	9048.582445084654	6524.113964686999	11650.57939914163
7590	10185.931031307156	7500	7747.514076091859	6418.04289544236	11650.57939914163
16999	19385.380541909715	18150	19437.155324268133	16082.274725274725	18539.40404040404
29000	25453.34512159523	29874.5	27611.206728635836	19286.675213675215	27667.102040816328
2000	2174.3333975563423	2700	2458.1280686393557	6524.113964686999	2417.3728222996515
7800	10481.769779847167	6900	7542.565440501051	6524.113964686999	7276.251040221914
500	360.61564878147544	1947.5	1541.782716975974	6524.113964686999	2417.3728222996515
4250	6667.93132747532	5998	5798.2162587872735	6524.113964686999	7276.251040221914
6900	8336.973329213977	6900	6188.940986721953	6524.113964686999	4789.687074829932
12999	10302.446964996054	9900	11850.568432872557	9804.4	7276.251040221914
2400	5068.376062979771	2700	1653.5141167129568	6524.113964686999	7276.251040221914
7700	10967.635928123847	9900	7021.279734499363	7574.452145214522	11650.57939914163
800	3873.418579515636	3200	2742.5830132010597	6524.113964686999	4789.687074829932
4800	6669.410032777767	4997.5	4106.207493352609	7574.452145214522	4789.687074829932
29999	26087.244584999295	29874.5	30482.303494547385	19286.675213675215	27667.102040816328
1000	-1034.594635787625	1750	872.4222657648843	6524.113964686999	2417.3728222996515
3995	4654.446018598921	3999.5	4058.0323168859195	7574.452145214522	7276.251040221914
5995	7586.302619592947	6700	6851.320491791508	6524.113964686999	7276.251040221914
4900	5771.786375484111	5500	4311.705882216102	9121.141592920354	2417.3728222996515
27302	7852.729942324411	6200	20951.52072071335	9804.4	7276.251040221914
7900	8410.150169575032	6900	6968.390556095072	6524.113964686999	7276.251040221914
7900	11270.730466156614	9900	9607.328343177582	9804.4	7276.251040221914
2800	3614.479845350963	3050	2349.319307361574	7574.452145214522	2417.3728222996515
3500	3683.5227897548234	3200	3868.599556159801	6524.113964686999	7276.251040221914
9500	8363.381146137706	6000	8708.9757600112	12931.025862068966	7276.251040221914
300	1341.3702310508183	2000	1135.274763467849	6418.04289544236	2417.3728222996515
18500	16398.944554685968	18950	18327.316857178535	12931.025862068966	18539.40404040404
2580	1020.8596022290772	2350	2741.164466913585	6524.113964686999	2417.3728222996515
21000	20561.67235427366	20435	18902.325602559577	19286.675213675215	11650.57939914163
10800	3815.2748554828595	2500	7150.561440450604	7574.452145214522	7276.251040221914
800	2137.9652790661057	2450	1213.1595402513885	7574.452145214522	2417.3728222996515
2580	1020.8596022290772	2350	2741.164466913585	6524.113964686999	2417.3728222996515
4950	6581.494995056724	5500	5027.298992297484	6655.659942363112	7276.251040221914
7000	7865.910345928776	5800	6411.073312728677	6418.04289544236	7276.251040221914
10395	13257.811158539276	12000	12612.01363309781	6655.659942363112	11567.134146341463
6200	8616.327802582508	5500	6157.826206239814	6655.659942363112	7276.251040221914
21500	16593.94680452566	16100	17960.445122329147	6524.113964686999	18539.40404040404
8500	12874.447043439684	14100	11625.171640973556	12931.025862068966	7276.251040221914
2100	2497.120257195919	2200	2834.4260385038824	6418.04289544236	7276.251040221914
10999	11927.808841982021	10750	12751.101463988447	12931.025862068966	7276.251040221914
1000	1334.9581359624503	2350	2418.5292115057264	6524.113964686999	2417.3728222996515
2500	4952.898014049975	4500	4208.286142475371	3175.4347826086955	4789.687074829932
3500	5712.499847481704	4400	2830.5516266468367	7574.452145214522	4789.687074829932
8999	8578.953060663607	7000	8343.769363438108	9121.141592920354	7276.251040221914
2300	2228.4152125554524	2700	2860.572840049822	6524.113964686999	2417.3728222996515
3499	2226.9026730920846	3000	3362.581818870751	6655.659942363112	7276.251040221914
11800	10152.04610194418	9500	9869.117750958165	6655.659942363112	11567.134146341463
5985	7630.660941773036	5800	4588.352246587854	6418.04289544236	4789.687074829932
21000	15033.741843058959	18250	18766.560403402917	9121.141592920354	18539.40404040404
9900	13262.547971212321	9900	11269.60790703812	7574.452145214522	11650.57939914163
14500	14271.524424174251	12250	12982.627176007501	19286.675213675215	13797.777777777777
6700	11126.358074739182	7500	7211.787435515805	6418.04289544236	11650.57939914163
1995	-480.9367938675765	1750	1582.9623439789675	6524.113964686999	2417.3728222996515
3589	7674.182815067705	5495	6057.483749325424	7574.452145214522	7276.251040221914
3000	6443.078777067851	5500	4237.713877953041	6655.659942363112	4789.687074829932
4350	7106.390801422958	6700	5090.983056112385	6524.113964686999	4789.687074829932
6100	6701.447886748425	4997.5	4420.281784933105	7574.452145214522	4789.687074829932
7999	6945.205499310709	5500	6988.5943200758165	6655.659942363112	7276.251040221914
750	2078.375769570454	2700	1748.074545730633	6524.113964686999	2417.3728222996515
5800	8323.072079404748	6700	8159.664461158856	6655.659942363112	7276.251040221914
6000	6367.366926307086	6500	6114.218393329227	9121.141592920354	4789.687074829932
12800	3815.2748554828595	2500	7150.561440450604	7574.452145214522	7276.251040221914
3500	3768.296018517843	4500	2799.7593199965177	6655.659942363112	4789.687074829932
6700	8337.026041309078	6900	6189.505595852002	6524.113964686999	4789.687074829932
4450	5538.212190444312	4400	4563.377407832373	7574.452145214522	7276.251040221914
11999	10302.446964996054	9900	11850.568432872557	9804.4	7276.251040221914
3000	-821.9043664818973	1375	1670.5750556334979	6418.04289544236	2417.3728222996515
2600	6436.216481050138	3050	6630.78795251568	7574.452145214522	7276.251040221914
6999	9573.218989170238	7500	8860.35127012767	6655.659942363112	11567.134146341463
2700	-1719.9956194449524	1100	1535.2738776494662	6418.04289544236	2417.3728222996515
1500	4177.513502172412	2450	2212.8044949013765	7574.452145214522	2417.3728222996515
6700	8336.762542749462	6900	6186.683179540603	6524.113964686999	4789.687074829932
16500	16615.50029395061	14000	14435.834541849907	19286.675213675215	13797.777777777777
8495	8551.407448239786	6325	6834.874439748998	7574.452145214522	7276.251040221914
6500	8357.510556749801	6900	6408.638203357577	6524.113964686999	4789.687074829932
1500	4064.086723760325	3050	2936.443250835395	7574.452145214522	2417.3728222996515
2580	1020.8596022290772	2350	2741.164466913585	6524.113964686999	2417.3728222996515
13900	12592.154110466427	7900	11909.205126948505	6524.113964686999	18539.40404040404
1500	4177.513502172412	2450	2212.8044949013765	7574.452145214522	2417.3728222996515
1600	-1713.6461637124598	2300	2167.731617903998	6655.659942363112	2417.3728222996515
4100	4708.564205241104	4000	3193.7444677844614	6418.04289544236	4789.687074829932
4200	2913.464617321874	2900	1713.178648536823	6524.113964686999	2417.3728222996515
10490	13399.485618029625	15900	16046.853427831535	6524.113964686999	18539.40404040404
3650	4101.3487562558785	3050	3241.0331270306187	7574.452145214522	2417.3728222996515
9600	9881.888048247773	9500	8312.75352718851	6655.659942363112	11650.57939914163
10300	13282.123776983588	9900	11514.73241187297	7574.452145214522	11650.57939914163
10500	10863.303061689305	6325	10869.206629767676	7574.452145214522	7276.251040221914
29200	17116.969080075072	24900	22875.38359205229	7574.452145214522	18539.40404040404
12500	6008.848493278294	5900	9214.322697815385	9804.4	7276.251040221914
2500	3588.389640188922	1950	1757.4042787889894	6418.04289544236	2504.294736842105
650	654.729818961698	1450	1113.4384272822417	3175.4347826086955	2417.3728222996515
1800	3983.719473970139	3050	2287.398527828889	7574.452145214522	2417.3728222996515
31000	18380.57567702031	24900	21447.756995140495	7574.452145214522	18539.40404040404
12500	12187.942794144617	13900	12622.40398175449	6524.113964686999	11650.57939914163
1700	1267.3650040804114	2350	1176.3900957572941	7574.452145214522	2417.3728222996515
6700	8336.762542749462	6900	6186.683179540603	6524.113964686999	4789.687074829932
2000	6739.830445035921	4750	4449.175193463701	6655.659942363112	4789.687074829932
10400	11191.794741308335	9900	9700.01042836867	7574.452145214522	11650.57939914163
6700	8336.762542749462	6900	6186.683179540603	6524.113964686999	4789.687074829932
1000	2140.015809007719	2700	2203.1975476805637	6524.113964686999	2417.3728222996515
6700	8336.762542749462	6900	6186.683179540603	6524.113964686999	4789.687074829932
10700	14938.980011837077	15950	14565.91716854722	16082.274725274725	18539.40404040404
21000	20698.963577029972	20435	23958.145329001498	19286.675213675215	27667.102040816328
21000	18601.019397597513	21000	21885.483804747964	12931.025862068966	18539.40404040404
5900	8303.272701956326	6900	5827.3806605552645	6524.113964686999	4789.687074829932
3650	4101.3487562558785	3050	3241.0331270306187	7574.452145214522	2417.3728222996515
8800	9517.805928604697	8000	8682.74647142765	7574.452145214522	7276.251040221914
1795	2255.7954440264184	2450	2006.433414820097	7574.452145214522	2417.3728222996515
7499	8297.295372974453	6325	7933.074131102405	7574.452145214522	7276.251040221914
12975	9618.247940271123	7100	10993.714243005086	6524.113964686999	7276.251040221914
5500	8302.295877869017	6900	5816.886539285114	6524.113964686999	4789.687074829932
15000	15343.362742186448	15950	14624.446969342	16082.274725274725	18539.40404040404
